explo,date,temperature,precipitation,dwd_stations_id
SCH,2007-10-22,1.6,0.0,164
SCH,2007-10-23,4.0,0.0,164
SCH,2007-10-24,6.8,0.0,164
SCH,2007-10-25,7.2,0.0,164
SCH,2007-10-26,8.0,0.3,164
SCH,2007-10-27,8.0,0.1,164
SCH,2007-10-28,7.1,0.0,164
SCH,2007-10-29,6.9,0.0,164
SCH,2007-10-30,7.5,0.5,164
SCH,2007-10-31,8.0,0.0,164
SCH,2007-11-01,10.1,0.1,164
SCH,2007-11-02,10.0,0.7,164
SCH,2007-11-03,9.6,0.3,164
SCH,2007-11-04,7.4,0.0,164
SCH,2007-11-05,2.5,4.9,164
SCH,2007-11-06,5.0,4.1,164
SCH,2007-11-07,5.7,7.0,164
SCH,2007-11-08,7.7,4.1,164
SCH,2007-11-09,5.1,3.2,164
SCH,2007-11-10,2.3,0.0,164
SCH,2007-11-11,1.5,2.5,164
SCH,2007-11-12,2.0,0.0,164
SCH,2007-11-13,1.9,0.0,164
SCH,2007-11-14,1.1,0.1,164
SCH,2007-11-15,1.4,0.0,164
SCH,2007-11-16,0.7,0.2,164
SCH,2007-11-17,5.7,1.0,164
SCH,2007-11-18,4.1,0.0,164
SCH,2007-11-19,1.0,0.0,164
SCH,2007-11-20,1.3,0.0,164
SCH,2007-11-21,0.7,0.0,164
SCH,2007-11-22,3.3,0.0,164
SCH,2007-11-23,5.2,0.6,164
SCH,2007-11-24,2.6,2.9,164
SCH,2007-11-25,3.1,1.0,164
SCH,2007-11-26,1.4,0.0,164
SCH,2007-11-27,0.7,0.0,164
SCH,2007-11-28,-0.5,0.0,164
SCH,2007-11-29,1.5,3.0,164
SCH,2007-11-30,5.2,0.2,164
SCH,2007-12-01,6.3,3.5,164
SCH,2007-12-02,6.1,9.6,164
SCH,2007-12-03,6.2,5.4,164
SCH,2007-12-04,4.8,0.0,164
SCH,2007-12-05,6.8,0.0,164
SCH,2007-12-06,9.0,4.5,164
SCH,2007-12-07,9.1,4.9,164
SCH,2007-12-08,5.8,0.5,164
SCH,2007-12-09,4.0,0.5,164
SCH,2007-12-10,2.5,0.0,164
SCH,2007-12-11,4.0,3.1,164
SCH,2007-12-12,5.1,0.0,164
SCH,2007-12-13,2.9,0.0,164
SCH,2007-12-14,1.3,0.2,164
SCH,2007-12-15,-1.6,0.0,164
SCH,2007-12-16,-0.5,0.0,164
SCH,2007-12-17,0.4,0.0,164
SCH,2007-12-18,-0.4,0.0,164
SCH,2007-12-19,0.2,0.0,164
SCH,2007-12-20,-2.1,0.0,164
SCH,2007-12-21,-4.7,0.0,164
SCH,2007-12-22,-5.8,0.0,164
SCH,2007-12-23,-3.7,0.0,164
SCH,2007-12-24,0.1,0.0,164
SCH,2007-12-25,-0.7,0.0,164
SCH,2007-12-26,-1.3,0.0,164
SCH,2007-12-27,0.3,0.0,164
SCH,2007-12-28,2.9,0.0,164
SCH,2007-12-29,2.2,0.0,164
SCH,2007-12-30,2.5,0.3,164
SCH,2007-12-31,1.8,0.1,164
SCH,2008-01-01,0.6,0.7,164
SCH,2008-01-02,-1.3,0.2,164
SCH,2008-01-03,-5.4,0.0,164
SCH,2008-01-04,-6.6,0.0,164
SCH,2008-01-05,-2.6,0.7,164
SCH,2008-01-06,-0.5,2.6,164
SCH,2008-01-07,1.6,2.0,164
SCH,2008-01-08,4.2,0.0,164
SCH,2008-01-09,1.4,0.9,164
SCH,2008-01-10,3.2,0.0,164
SCH,2008-01-11,6.1,0.0,164
SCH,2008-01-12,3.5,0.0,164
SCH,2008-01-13,2.5,0.0,164
SCH,2008-01-14,2.4,0.0,164
SCH,2008-01-15,4.6,0.2,164
SCH,2008-01-16,5.7,0.0,164
SCH,2008-01-17,3.2,2.3,164
SCH,2008-01-18,6.1,4.7,164
SCH,2008-01-19,8.7,3.2,164
SCH,2008-01-20,6.5,23.4,164
SCH,2008-01-21,6.4,19.8,164
SCH,2008-01-22,2.1,0.4,164
SCH,2008-01-23,1.6,1.1,164
SCH,2008-01-24,6.6,2.9,164
SCH,2008-01-25,5.5,0.1,164
SCH,2008-01-26,7.0,1.9,164
SCH,2008-01-27,4.4,3.4,164
SCH,2008-01-28,2.8,0.7,164
SCH,2008-01-29,6.1,0.0,164
SCH,2008-01-30,4.3,1.3,164
SCH,2008-01-31,2.8,1.0,164
SCH,2008-02-01,5.2,0.0,164
SCH,2008-02-02,2.9,0.0,164
SCH,2008-02-03,1.1,0.0,164
SCH,2008-02-04,2.4,0.0,164
SCH,2008-02-05,5.2,1.5,164
SCH,2008-02-06,7.0,6.9,164
SCH,2008-02-07,4.7,0.0,164
SCH,2008-02-08,5.5,0.2,164
SCH,2008-02-09,6.5,0.0,164
SCH,2008-02-10,5.0,0.0,164
SCH,2008-02-11,3.2,0.0,164
SCH,2008-02-12,4.3,0.0,164
SCH,2008-02-13,3.4,0.0,164
SCH,2008-02-14,1.7,0.0,164
SCH,2008-02-15,-1.4,0.0,164
SCH,2008-02-16,-2.2,0.0,164
SCH,2008-02-17,-0.2,0.1,164
SCH,2008-02-18,4.3,0.0,164
SCH,2008-02-19,4.9,0.2,164
SCH,2008-02-20,5.0,0.0,164
SCH,2008-02-21,5.4,0.2,164
SCH,2008-02-22,9.0,1.5,164
SCH,2008-02-23,7.7,0.0,164
SCH,2008-02-24,8.9,0.9,164
SCH,2008-02-25,6.5,2.5,164
SCH,2008-02-26,8.3,0.5,164
SCH,2008-02-27,6.6,1.0,164
SCH,2008-02-28,5.8,0.0,164
SCH,2008-02-29,6.1,4.2,164
SCH,2008-03-01,6.2,7.3,164
SCH,2008-03-02,5.6,0.8,164
SCH,2008-03-03,4.4,1.1,164
SCH,2008-03-04,1.8,1.9,164
SCH,2008-03-05,0.7,1.4,164
SCH,2008-03-06,4.0,0.3,164
SCH,2008-03-07,7.5,0.0,164
SCH,2008-03-08,6.6,0.0,164
SCH,2008-03-09,6.9,0.0,164
SCH,2008-03-10,8.2,0.0,164
SCH,2008-03-11,8.1,2.3,164
SCH,2008-03-12,6.5,11.0,164
SCH,2008-03-13,5.8,1.1,164
SCH,2008-03-14,5.3,3.7,164
SCH,2008-03-15,6.0,0.0,164
SCH,2008-03-16,5.0,5.7,164
SCH,2008-03-17,2.7,0.1,164
SCH,2008-03-18,2.0,0.0,164
SCH,2008-03-19,0.3,0.5,164
SCH,2008-03-20,1.8,3.2,164
SCH,2008-03-21,3.0,14.9,164
SCH,2008-03-22,2.1,0.7,164
SCH,2008-03-23,-1.0,0.0,164
SCH,2008-03-24,0.4,0.0,164
SCH,2008-03-25,0.3,0.5,164
SCH,2008-03-26,1.0,0.3,164
SCH,2008-03-27,1.3,0.0,164
SCH,2008-03-28,5.9,0.3,164
SCH,2008-03-29,6.0,3.4,164
SCH,2008-03-30,8.1,0.0,164
SCH,2008-03-31,10.9,0.0,164
SCH,2008-04-01,10.1,0.4,164
SCH,2008-04-02,7.8,1.5,164
SCH,2008-04-03,7.6,0.0,164
SCH,2008-04-04,5.7,0.0,164
SCH,2008-04-05,6.3,1.6,164
SCH,2008-04-06,5.0,0.7,164
SCH,2008-04-07,3.7,8.6,164
SCH,2008-04-08,4.4,0.2,164
SCH,2008-04-09,2.8,13.3,164
SCH,2008-04-10,3.0,0.3,164
SCH,2008-04-11,5.0,19.5,164
SCH,2008-04-12,7.9,1.0,164
SCH,2008-04-13,9.3,2.5,164
SCH,2008-04-14,8.2,2.8,164
SCH,2008-04-15,7.1,2.9,164
SCH,2008-04-16,6.4,7.0,164
SCH,2008-04-17,5.8,3.9,164
SCH,2008-04-18,5.3,0.0,164
SCH,2008-04-19,4.9,0.0,164
SCH,2008-04-20,7.5,0.0,164
SCH,2008-04-21,9.6,0.0,164
SCH,2008-04-22,9.9,0.0,164
SCH,2008-04-23,9.2,0.0,164
SCH,2008-04-24,11.4,0.1,164
SCH,2008-04-25,10.1,0.2,164
SCH,2008-04-26,11.5,0.0,164
SCH,2008-04-27,13.4,0.0,164
SCH,2008-04-28,15.9,0.0,164
SCH,2008-04-29,16.1,0.0,164
SCH,2008-04-30,13.8,0.0,164
SCH,2008-05-01,12.4,0.3,164
SCH,2008-05-02,11.8,0.0,164
SCH,2008-05-03,11.6,0.1,164
SCH,2008-05-04,11.3,0.0,164
SCH,2008-05-05,13.9,0.0,164
SCH,2008-05-06,14.0,0.0,164
SCH,2008-05-07,15.0,0.0,164
SCH,2008-05-08,15.0,0.0,164
SCH,2008-05-09,15.0,0.0,164
SCH,2008-05-10,16.1,0.0,164
SCH,2008-05-11,17.2,0.0,164
SCH,2008-05-12,17.0,0.0,164
SCH,2008-05-13,11.7,0.0,164
SCH,2008-05-14,12.4,0.0,164
SCH,2008-05-15,14.9,0.0,164
SCH,2008-05-16,14.9,6.2,164
SCH,2008-05-17,15.0,16.5,164
SCH,2008-05-18,10.9,0.0,164
SCH,2008-05-19,10.5,0.0,164
SCH,2008-05-20,11.2,0.0,164
SCH,2008-05-21,11.4,0.0,164
SCH,2008-05-22,13.1,0.0,164
SCH,2008-05-23,14.1,0.0,164
SCH,2008-05-24,13.4,0.0,164
SCH,2008-05-25,14.4,0.0,164
SCH,2008-05-26,16.0,0.1,164
SCH,2008-05-27,13.8,0.0,164
SCH,2008-05-28,15.7,0.0,164
SCH,2008-05-29,17.2,0.0,164
SCH,2008-05-30,20.0,0.0,164
SCH,2008-05-31,20.9,0.0,164
SCH,2008-06-01,20.9,0.0,164
SCH,2008-06-02,21.9,0.0,164
SCH,2008-06-03,21.6,0.0,164
SCH,2008-06-04,18.7,0.0,164
SCH,2008-06-05,18.4,0.0,164
SCH,2008-06-06,19.2,0.0,164
SCH,2008-06-07,20.8,0.0,164
SCH,2008-06-08,19.8,0.0,164
SCH,2008-06-09,19.9,0.0,164
SCH,2008-06-10,20.5,0.0,164
SCH,2008-06-11,15.2,0.2,164
SCH,2008-06-12,13.8,3.5,164
SCH,2008-06-13,11.5,11.4,164
SCH,2008-06-14,12.9,0.0,164
SCH,2008-06-15,13.3,0.0,164
SCH,2008-06-16,13.1,1.3,164
SCH,2008-06-17,15.1,0.0,164
SCH,2008-06-18,18.0,0.0,164
SCH,2008-06-19,20.4,2.1,164
SCH,2008-06-20,17.5,0.0,164
SCH,2008-06-21,16.7,0.0,164
SCH,2008-06-22,20.7,11.1,164
SCH,2008-06-23,18.2,0.0,164
SCH,2008-06-24,14.7,0.0,164
SCH,2008-06-25,17.4,0.7,164
SCH,2008-06-26,19.6,0.0,164
SCH,2008-06-27,15.7,1.2,164
SCH,2008-06-28,15.4,2.1,164
SCH,2008-06-29,19.3,0.0,164
SCH,2008-06-30,18.6,0.0,164
SCH,2008-07-01,18.5,0.0,164
SCH,2008-07-02,21.3,0.0,164
SCH,2008-07-03,24.0,0.0,164
SCH,2008-07-04,18.9,0.0,164
SCH,2008-07-05,18.9,0.0,164
SCH,2008-07-06,21.3,2.0,164
SCH,2008-07-07,18.7,1.8,164
SCH,2008-07-08,16.6,2.2,164
SCH,2008-07-09,14.7,2.8,164
SCH,2008-07-10,16.4,2.1,164
SCH,2008-07-11,19.7,3.4,164
SCH,2008-07-12,19.2,0.0,164
SCH,2008-07-13,16.0,0.0,164
SCH,2008-07-14,16.5,0.0,164
SCH,2008-07-15,18.7,0.0,164
SCH,2008-07-16,17.3,5.2,164
SCH,2008-07-17,15.1,0.2,164
SCH,2008-07-18,15.9,1.4,164
SCH,2008-07-19,17.6,0.4,164
SCH,2008-07-20,16.3,0.4,164
SCH,2008-07-21,12.9,1.6,164
SCH,2008-07-22,14.7,0.0,164
SCH,2008-07-23,17.2,0.0,164
SCH,2008-07-24,19.6,0.0,164
SCH,2008-07-25,22.8,0.0,164
SCH,2008-07-26,24.1,0.0,164
SCH,2008-07-27,24.3,0.0,164
SCH,2008-07-28,24.1,0.0,164
SCH,2008-07-29,24.1,0.0,164
SCH,2008-07-30,22.1,0.0,164
SCH,2008-07-31,22.4,0.0,164
SCH,2008-08-01,22.9,8.8,164
SCH,2008-08-02,19.2,0.6,164
SCH,2008-08-03,20.3,0.0,164
SCH,2008-08-04,18.5,2.3,164
SCH,2008-08-05,17.2,2.5,164
SCH,2008-08-06,18.6,0.0,164
SCH,2008-08-07,24.3,0.0,164
SCH,2008-08-08,20.5,5.1,164
SCH,2008-08-09,16.9,0.0,164
SCH,2008-08-10,16.4,2.1,164
SCH,2008-08-11,19.4,0.1,164
SCH,2008-08-12,20.0,0.0,164
SCH,2008-08-13,20.7,0.0,164
SCH,2008-08-14,18.6,0.0,164
SCH,2008-08-15,14.8,7.7,164
SCH,2008-08-16,16.0,6.1,164
SCH,2008-08-17,16.8,0.0,164
SCH,2008-08-18,16.5,0.6,164
SCH,2008-08-19,20.5,0.0,164
SCH,2008-08-20,18.3,1.1,164
SCH,2008-08-21,18.6,0.0,164
SCH,2008-08-22,18.6,2.5,164
SCH,2008-08-23,15.8,0.0,164
SCH,2008-08-24,13.7,0.0,164
SCH,2008-08-25,16.7,0.0,164
SCH,2008-08-26,18.4,0.0,164
SCH,2008-08-27,18.7,0.1,164
SCH,2008-08-28,17.3,1.7,164
SCH,2008-08-29,16.4,1.3,164
SCH,2008-08-30,15.5,0.0,164
SCH,2008-08-31,16.7,0.0,164
SCH,2008-09-01,18.7,8.8,164
SCH,2008-09-02,18.3,0.0,164
SCH,2008-09-03,17.2,8.8,164
SCH,2008-09-04,14.5,0.2,164
SCH,2008-09-05,15.9,0.1,164
SCH,2008-09-06,19.6,19.1,164
SCH,2008-09-07,16.8,0.2,164
SCH,2008-09-08,16.4,0.5,164
SCH,2008-09-09,16.1,0.0,164
SCH,2008-09-10,17.8,0.0,164
SCH,2008-09-11,16.3,0.0,164
SCH,2008-09-12,12.0,0.0,164
SCH,2008-09-13,10.2,0.0,164
SCH,2008-09-14,10.7,0.0,164
SCH,2008-09-15,11.7,0.0,164
SCH,2008-09-16,9.4,0.0,164
SCH,2008-09-17,9.6,0.0,164
SCH,2008-09-18,10.3,0.0,164
SCH,2008-09-19,10.7,0.0,164
SCH,2008-09-20,12.3,0.0,164
SCH,2008-09-21,12.6,0.6,164
SCH,2008-09-22,11.4,4.5,164
SCH,2008-09-23,11.7,3.7,164
SCH,2008-09-24,12.5,0.0,164
SCH,2008-09-25,11.7,0.0,164
SCH,2008-09-26,10.6,0.0,164
SCH,2008-09-27,11.6,0.0,164
SCH,2008-09-28,12.9,3.7,164
SCH,2008-09-29,11.3,2.7,164
SCH,2008-09-30,10.2,5.2,164
SCH,2008-10-01,11.1,9.5,164
SCH,2008-10-02,10.2,0.0,164
SCH,2008-10-03,7.9,0.0,164
SCH,2008-10-04,6.7,0.0,164
SCH,2008-10-05,8.5,3.3,164
SCH,2008-10-06,10.9,0.1,164
SCH,2008-10-07,8.8,0.0,164
SCH,2008-10-08,9.2,0.0,164
SCH,2008-10-09,10.9,0.2,164
SCH,2008-10-10,10.0,0.0,164
SCH,2008-10-11,12.9,0.0,164
SCH,2008-10-12,11.3,0.0,164
SCH,2008-10-13,11.8,0.0,164
SCH,2008-10-14,14.5,0.0,164
SCH,2008-10-15,12.1,2.5,164
SCH,2008-10-16,11.3,2.9,164
SCH,2008-10-17,8.5,0.0,164
SCH,2008-10-18,8.7,0.0,164
SCH,2008-10-19,10.2,0.0,164
SCH,2008-10-20,11.0,0.0,164
SCH,2008-10-21,13.1,1.6,164
SCH,2008-10-22,9.4,0.0,164
SCH,2008-10-23,8.1,0.0,164
SCH,2008-10-24,6.7,0.0,164
SCH,2008-10-25,8.8,0.0,164
SCH,2008-10-26,10.6,5.2,164
SCH,2008-10-27,9.9,2.2,164
SCH,2008-10-28,6.1,1.2,164
SCH,2008-10-29,5.7,7.9,164
SCH,2008-10-30,4.8,21.6,164
SCH,2008-10-31,4.0,0.0,164
SCH,2008-11-01,4.8,0.0,164
SCH,2008-11-02,4.4,0.0,164
SCH,2008-11-03,6.9,0.0,164
SCH,2008-11-04,8.6,0.0,164
SCH,2008-11-05,9.4,0.1,164
SCH,2008-11-06,9.8,0.5,164
SCH,2008-11-07,10.0,0.0,164
SCH,2008-11-08,9.7,0.5,164
SCH,2008-11-09,9.3,1.1,164
SCH,2008-11-10,12.3,0.0,164
SCH,2008-11-11,11.9,0.0,164
SCH,2008-11-12,7.1,0.0,164
SCH,2008-11-13,5.7,0.0,164
SCH,2008-11-14,5.2,0.1,164
SCH,2008-11-15,10.0,0.5,164
SCH,2008-11-16,8.1,1.3,164
SCH,2008-11-17,4.1,0.0,164
SCH,2008-11-18,3.1,3.9,164
SCH,2008-11-19,6.0,6.2,164
SCH,2008-11-20,7.1,6.4,164
SCH,2008-11-21,1.6,0.8,164
SCH,2008-11-22,-1.0,0.1,164
SCH,2008-11-23,0.1,0.0,164
SCH,2008-11-24,-0.5,0.0,164
SCH,2008-11-25,0.0,0.2,164
SCH,2008-11-26,2.2,0.4,164
SCH,2008-11-27,5.5,0.0,164
SCH,2008-11-28,2.5,0.1,164
SCH,2008-11-29,0.9,1.2,164
SCH,2008-11-30,0.3,0.0,164
SCH,2008-12-01,1.2,8.4,164
SCH,2008-12-02,3.6,4.1,164
SCH,2008-12-03,0.9,3.5,164
SCH,2008-12-04,1.6,0.2,164
SCH,2008-12-05,3.1,0.0,164
SCH,2008-12-06,2.6,0.2,164
SCH,2008-12-07,3.7,0.5,164
SCH,2008-12-08,4.1,0.0,164
SCH,2008-12-09,0.6,0.0,164
SCH,2008-12-10,1.0,0.7,164
SCH,2008-12-11,1.3,3.6,164
SCH,2008-12-12,0.9,0.0,164
SCH,2008-12-13,1.9,0.0,164
SCH,2008-12-14,1.9,0.0,164
SCH,2008-12-15,2.0,0.0,164
SCH,2008-12-16,1.6,0.0,164
SCH,2008-12-17,2.6,0.4,164
SCH,2008-12-18,2.2,0.0,164
SCH,2008-12-19,3.1,3.4,164
SCH,2008-12-20,4.8,1.1,164
SCH,2008-12-21,5.6,1.2,164
SCH,2008-12-22,7.5,1.3,164
SCH,2008-12-23,3.3,0.8,164
SCH,2008-12-24,4.0,1.6,164
SCH,2008-12-25,-0.6,0.0,164
SCH,2008-12-26,-2.2,0.0,164
SCH,2008-12-27,-0.1,0.0,164
SCH,2008-12-28,-1.1,0.0,164
SCH,2008-12-29,-2.5,0.0,164
SCH,2008-12-30,-3.6,0.0,164
SCH,2008-12-31,-5.7,0.0,164
ALB,2006-01-01,0.3,0.0,3402
ALB,2006-01-02,-0.4,0.0,3402
ALB,2006-01-03,-1.1,0.1,3402
ALB,2006-01-04,-2.3,0.1,3402
ALB,2006-01-05,-3.2,0.0,3402
ALB,2006-01-06,-3.9,0.0,3402
ALB,2006-01-07,-5.0,0.0,3402
ALB,2006-01-08,-5.9,0.0,3402
ALB,2006-01-09,-7.7,0.0,3402
ALB,2006-01-10,-9.6,0.0,3402
ALB,2006-01-11,-8.5,0.0,3402
ALB,2006-01-12,-2.7,0.0,3402
ALB,2006-01-13,-7.8,0.0,3402
ALB,2006-01-14,-7.8,0.0,3402
ALB,2006-01-15,-11.2,0.0,3402
ALB,2006-01-16,-5.7,1.4,3402
ALB,2006-01-17,-1.0,8.2,3402
ALB,2006-01-18,0.8,1.8,3402
ALB,2006-01-19,-2.0,0.0,3402
ALB,2006-01-20,-2.2,2.0,3402
ALB,2006-01-21,0.7,3.5,3402
ALB,2006-01-22,-1.5,0.2,3402
ALB,2006-01-23,-9.8,0.0,3402
ALB,2006-01-24,-10.3,0.0,3402
ALB,2006-01-25,-7.2,0.1,3402
ALB,2006-01-26,-5.0,0.6,3402
ALB,2006-01-27,-8.8,0.0,3402
ALB,2006-01-28,-3.8,0.0,3402
ALB,2006-01-29,-2.2,0.0,3402
ALB,2006-01-30,-3.4,0.0,3402
ALB,2006-01-31,-0.8,0.0,3402
ALB,2006-02-01,-2.9,0.0,3402
ALB,2006-02-02,-3.5,0.0,3402
ALB,2006-02-03,-5.3,0.0,3402
ALB,2006-02-04,-9.0,0.0,3402
ALB,2006-02-05,-4.9,0.4,3402
ALB,2006-02-06,-3.1,0.2,3402
ALB,2006-02-07,-0.1,0.8,3402
ALB,2006-02-08,-0.3,3.4,3402
ALB,2006-02-09,-1.9,0.7,3402
ALB,2006-02-10,-2.7,9.6,3402
ALB,2006-02-11,-4.2,0.0,3402
ALB,2006-02-12,-7.7,0.0,3402
ALB,2006-02-13,-6.7,0.0,3402
ALB,2006-02-14,-1.8,0.2,3402
ALB,2006-02-15,0.9,5.6,3402
ALB,2006-02-16,3.4,2.9,3402
ALB,2006-02-17,1.5,3.2,3402
ALB,2006-02-18,1.8,3.6,3402
ALB,2006-02-19,2.1,0.0,3402
ALB,2006-02-20,1.6,1.2,3402
ALB,2006-02-21,1.6,0.0,3402
ALB,2006-02-22,-0.3,0.0,3402
ALB,2006-02-23,-2.0,0.1,3402
ALB,2006-02-24,-1.7,0.0,3402
ALB,2006-02-25,-2.9,1.7,3402
ALB,2006-02-26,-5.0,0.3,3402
ALB,2006-02-27,-6.9,0.0,3402
ALB,2006-02-28,-5.2,2.8,3402
ALB,2006-03-01,-5.2,2.4,3402
ALB,2006-03-02,-6.8,4.0,3402
ALB,2006-03-03,-1.0,24.6,3402
ALB,2006-03-04,-3.0,17.9,3402
ALB,2006-03-05,-4.8,0.4,3402
ALB,2006-03-06,-4.7,1.7,3402
ALB,2006-03-07,-4.4,1.7,3402
ALB,2006-03-08,-4.3,9.4,3402
ALB,2006-03-09,4.0,3.8,3402
ALB,2006-03-10,1.2,1.2,3402
ALB,2006-03-11,-1.2,6.1,3402
ALB,2006-03-12,-8.0,0.6,3402
ALB,2006-03-13,-7.6,0.0,3402
ALB,2006-03-14,-5.6,0.0,3402
ALB,2006-03-15,-4.1,0.0,3402
ALB,2006-03-16,-3.6,0.4,3402
ALB,2006-03-17,-2.2,0.0,3402
ALB,2006-03-18,-1.0,0.0,3402
ALB,2006-03-19,-0.2,0.0,3402
ALB,2006-03-20,2.1,0.0,3402
ALB,2006-03-21,4.9,3.2,3402
ALB,2006-03-22,1.6,1.9,3402
ALB,2006-03-23,-0.5,0.1,3402
ALB,2006-03-24,1.4,1.3,3402
ALB,2006-03-25,6.6,5.8,3402
ALB,2006-03-26,8.7,0.1,3402
ALB,2006-03-27,10.9,3.4,3402
ALB,2006-03-28,5.8,4.8,3402
ALB,2006-03-29,4.0,1.3,3402
ALB,2006-03-30,5.7,3.4,3402
ALB,2006-03-31,9.4,0.7,3402
ALB,2006-04-01,8.3,1.4,3402
ALB,2006-04-02,7.0,3.7,3402
ALB,2006-04-03,4.2,6.3,3402
ALB,2006-04-04,4.2,1.1,3402
ALB,2006-04-05,-0.1,13.8,3402
ALB,2006-04-06,-0.9,0.0,3402
ALB,2006-04-07,1.6,0.0,3402
ALB,2006-04-08,6.2,0.5,3402
ALB,2006-04-09,4.0,20.1,3402
ALB,2006-04-10,0.2,18.8,3402
ALB,2006-04-11,0.2,0.4,3402
ALB,2006-04-12,0.7,1.9,3402
ALB,2006-04-13,2.2,1.7,3402
ALB,2006-04-14,6.4,0.0,3402
ALB,2006-04-15,7.8,3.5,3402
ALB,2006-04-16,8.6,0.6,3402
ALB,2006-04-17,7.4,4.2,3402
ALB,2006-04-18,8.1,0.0,3402
ALB,2006-04-19,7.6,2.7,3402
ALB,2006-04-20,9.8,0.0,3402
ALB,2006-04-21,12.4,0.0,3402
ALB,2006-04-22,11.2,0.7,3402
ALB,2006-04-23,10.4,0.0,3402
ALB,2006-04-24,12.2,0.7,3402
ALB,2006-04-25,11.8,9.1,3402
ALB,2006-04-26,10.2,5.6,3402
ALB,2006-04-27,9.5,8.7,3402
ALB,2006-04-28,7.7,0.6,3402
ALB,2006-04-29,3.3,0.0,3402
ALB,2006-04-30,3.3,0.0,3402
ALB,2006-05-01,7.9,0.0,3402
ALB,2006-05-02,11.5,0.0,3402
ALB,2006-05-03,14.6,0.0,3402
ALB,2006-05-04,15.2,0.0,3402
ALB,2006-05-05,13.7,0.0,3402
ALB,2006-05-06,13.0,0.0,3402
ALB,2006-05-07,12.9,0.0,3402
ALB,2006-05-08,13.2,1.3,3402
ALB,2006-05-09,7.2,5.9,3402
ALB,2006-05-10,9.5,0.0,3402
ALB,2006-05-11,12.1,0.0,3402
ALB,2006-05-12,12.8,7.8,3402
ALB,2006-05-13,12.5,3.8,3402
ALB,2006-05-14,11.1,0.3,3402
ALB,2006-05-15,13.8,0.6,3402
ALB,2006-05-16,14.4,13.9,3402
ALB,2006-05-17,15.2,0.0,3402
ALB,2006-05-18,13.7,18.2,3402
ALB,2006-05-19,11.5,0.0,3402
ALB,2006-05-20,10.5,2.0,3402
ALB,2006-05-21,11.2,0.0,3402
ALB,2006-05-22,13.7,7.5,3402
ALB,2006-05-23,10.4,0.0,3402
ALB,2006-05-24,9.7,0.0,3402
ALB,2006-05-25,9.1,2.1,3402
ALB,2006-05-26,12.6,3.8,3402
ALB,2006-05-27,15.1,0.3,3402
ALB,2006-05-28,13.4,11.7,3402
ALB,2006-05-29,7.5,26.2,3402
ALB,2006-05-30,4.0,3.8,3402
ALB,2006-05-31,4.9,3.1,3402
ALB,2006-06-01,4.2,10.6,3402
ALB,2006-06-02,5.7,0.0,3402
ALB,2006-06-03,8.3,1.1,3402
ALB,2006-06-04,8.6,2.9,3402
ALB,2006-06-05,8.2,2.6,3402
ALB,2006-06-06,7.7,0.0,3402
ALB,2006-06-07,9.0,0.0,3402
ALB,2006-06-08,11.4,0.0,3402
ALB,2006-06-09,13.5,0.0,3402
ALB,2006-06-10,15.8,0.0,3402
ALB,2006-06-11,15.6,0.0,3402
ALB,2006-06-12,17.4,0.0,3402
ALB,2006-06-13,19.1,0.0,3402
ALB,2006-06-14,20.2,0.0,3402
ALB,2006-06-15,21.2,0.0,3402
ALB,2006-06-16,20.1,0.0,3402
ALB,2006-06-17,18.1,2.7,3402
ALB,2006-06-18,19.3,7.9,3402
ALB,2006-06-19,18.8,0.9,3402
ALB,2006-06-20,20.3,0.0,3402
ALB,2006-06-21,20.2,0.7,3402
ALB,2006-06-22,15.7,0.0,3402
ALB,2006-06-23,15.6,0.0,3402
ALB,2006-06-24,20.1,0.0,3402
ALB,2006-06-25,21.4,20.7,3402
ALB,2006-06-26,18.6,0.0,3402
ALB,2006-06-27,18.7,2.5,3402
ALB,2006-06-28,18.0,1.4,3402
ALB,2006-06-29,15.8,16.7,3402
ALB,2006-06-30,16.6,0.0,3402
ALB,2006-07-01,17.3,0.0,3402
ALB,2006-07-02,17.5,0.0,3402
ALB,2006-07-03,18.3,0.0,3402
ALB,2006-07-04,21.4,0.0,3402
ALB,2006-07-05,21.4,24.3,3402
ALB,2006-07-06,17.2,36.1,3402
ALB,2006-07-07,15.9,7.9,3402
ALB,2006-07-08,16.3,1.2,3402
ALB,2006-07-09,17.5,13.6,3402
ALB,2006-07-10,19.6,0.0,3402
ALB,2006-07-11,21.8,0.0,3402
ALB,2006-07-12,20.4,1.0,3402
ALB,2006-07-13,20.9,0.2,3402
ALB,2006-07-14,20.0,0.0,3402
ALB,2006-07-15,18.2,0.0,3402
ALB,2006-07-16,18.1,0.0,3402
ALB,2006-07-17,18.3,0.0,3402
ALB,2006-07-18,20.5,0.0,3402
ALB,2006-07-19,21.5,0.0,3402
ALB,2006-07-20,22.6,0.0,3402
ALB,2006-07-21,22.0,0.3,3402
ALB,2006-07-22,21.8,0.0,3402
ALB,2006-07-23,20.8,0.0,3402
ALB,2006-07-24,22.6,0.0,3402
ALB,2006-07-25,24.2,0.0,3402
ALB,2006-07-26,24.2,0.0,3402
ALB,2006-07-27,21.1,3.0,3402
ALB,2006-07-28,20.8,7.4,3402
ALB,2006-07-29,18.5,0.0,3402
ALB,2006-07-30,19.8,7.8,3402
ALB,2006-07-31,18.2,10.0,3402
ALB,2006-08-01,15.4,1.4,3402
