date,year,doy,explo,PAR
2006-01-01,2006,1,SCH,0.129
2006-01-01,2006,1,HAI,0.854
2006-01-01,2006,1,ALB,0.622
2006-01-02,2006,2,SCH,0.295
2006-01-02,2006,2,HAI,0.786
2006-01-02,2006,2,ALB,0.665
2006-01-03,2006,3,SCH,0.326
2006-01-03,2006,3,HAI,0.535
2006-01-03,2006,3,ALB,0.906
2006-01-04,2006,4,SCH,0.726
2006-01-04,2006,4,HAI,0.47
2006-01-04,2006,4,ALB,0.684
2006-01-05,2006,5,SCH,0.256
2006-01-05,2006,5,HAI,0.215
2006-01-05,2006,5,ALB,0.485
2006-01-06,2006,6,SCH,0.273
2006-01-06,2006,6,HAI,0.165
2006-01-06,2006,6,ALB,0.691
2006-01-07,2006,7,SCH,0.22
2006-01-07,2006,7,HAI,0.246
2006-01-07,2006,7,ALB,1.31
2006-01-08,2006,8,SCH,1.246
2006-01-08,2006,8,HAI,0.799
2006-01-08,2006,8,ALB,1.437
2006-01-09,2006,9,SCH,1.308
2006-01-09,2006,9,HAI,0.957
2006-01-09,2006,9,ALB,1.3
2006-01-10,2006,10,SCH,0.731
2006-01-10,2006,10,HAI,1.0
2006-01-10,2006,10,ALB,1.463
2006-01-11,2006,11,SCH,1.37
2006-01-11,2006,11,HAI,1.822
2006-01-11,2006,11,ALB,2.056
2006-01-12,2006,12,SCH,0.488
2006-01-12,2006,12,HAI,0.814
2006-01-12,2006,12,ALB,1.088
2006-01-13,2006,13,SCH,0.281
2006-01-13,2006,13,HAI,1.141
2006-01-13,2006,13,ALB,1.655
2006-01-14,2006,14,SCH,0.844
2006-01-14,2006,14,HAI,1.97
2006-01-14,2006,14,ALB,1.947
2006-01-15,2006,15,SCH,1.873
2006-01-15,2006,15,HAI,1.273
2006-01-15,2006,15,ALB,1.56
2006-01-16,2006,16,SCH,1.895
2006-01-16,2006,16,HAI,1.859
2006-01-16,2006,16,ALB,2.153
2006-01-17,2006,17,SCH,1.96
2006-01-17,2006,17,HAI,0.521
2006-01-17,2006,17,ALB,0.523
2006-01-18,2006,18,SCH,0.298
2006-01-18,2006,18,HAI,0.906
2006-01-18,2006,18,ALB,0.637
2006-01-19,2006,19,SCH,0.316
2006-01-19,2006,19,HAI,0.832
2006-01-19,2006,19,ALB,1.923
2006-01-20,2006,20,SCH,0.33
2006-01-20,2006,20,HAI,0.584
2006-01-20,2006,20,ALB,1.408
2006-01-21,2006,21,SCH,0.645
2006-01-21,2006,21,HAI,0.433
2006-01-21,2006,21,ALB,0.881
2006-01-22,2006,22,SCH,1.765
2006-01-22,2006,22,HAI,1.154
2006-01-22,2006,22,ALB,0.51
2006-01-23,2006,23,SCH,1.229
2006-01-23,2006,23,HAI,2.695
2006-01-23,2006,23,ALB,2.395
2006-01-24,2006,24,SCH,1.071
2006-01-24,2006,24,HAI,2.72
2006-01-24,2006,24,ALB,1.932
2006-01-25,2006,25,SCH,0.904
2006-01-25,2006,25,HAI,1.757
2006-01-25,2006,25,ALB,1.431
2006-01-26,2006,26,SCH,1.94
2006-01-26,2006,26,HAI,1.118
2006-01-26,2006,26,ALB,1.369
2006-01-27,2006,27,SCH,2.053
2006-01-27,2006,27,HAI,1.786
2006-01-27,2006,27,ALB,1.154
2006-01-28,2006,28,SCH,1.645
2006-01-28,2006,28,HAI,1.603
2006-01-28,2006,28,ALB,1.831
2006-01-29,2006,29,SCH,0.637
2006-01-29,2006,29,HAI,1.571
2006-01-29,2006,29,ALB,2.432
2006-01-30,2006,30,SCH,1.239
2006-01-30,2006,30,HAI,1.752
2006-01-30,2006,30,ALB,2.59
2006-01-31,2006,31,SCH,0.775
2006-01-31,2006,31,HAI,1.912
2006-01-31,2006,31,ALB,2.015
2006-02-01,2006,32,SCH,0.874
2006-02-01,2006,32,HAI,2.287
2006-02-01,2006,32,ALB,2.652
2006-02-02,2006,33,SCH,0.416
2006-02-02,2006,33,HAI,2.903
2006-02-02,2006,33,ALB,2.508
2006-02-03,2006,34,SCH,0.541
2006-02-03,2006,34,HAI,0.776
2006-02-03,2006,34,ALB,2.958
2006-02-04,2006,35,SCH,1.905
2006-02-04,2006,35,HAI,0.592
2006-02-04,2006,35,ALB,1.37
2006-02-05,2006,36,SCH,1.007
2006-02-05,2006,36,HAI,1.583
2006-02-05,2006,36,ALB,2.56
2006-02-06,2006,37,SCH,0.975
2006-02-06,2006,37,HAI,1.175
2006-02-06,2006,37,ALB,1.462
2006-02-07,2006,38,SCH,0.81
2006-02-07,2006,38,HAI,0.423
2006-02-07,2006,38,ALB,0.896
2006-02-08,2006,39,SCH,0.431
2006-02-08,2006,39,HAI,1.007
2006-02-08,2006,39,ALB,0.797
2006-02-09,2006,40,SCH,1.118
2006-02-09,2006,40,HAI,1.106
2006-02-09,2006,40,ALB,0.639
2006-02-10,2006,41,SCH,0.894
2006-02-10,2006,41,HAI,1.293
2006-02-10,2006,41,ALB,1.278
2006-02-11,2006,42,SCH,0.938
2006-02-11,2006,42,HAI,1.698
2006-02-11,2006,42,ALB,1.637
2006-02-12,2006,43,SCH,1.61
2006-02-12,2006,43,HAI,1.572
2006-02-12,2006,43,ALB,2.165
2006-02-13,2006,44,SCH,0.691
2006-02-13,2006,44,HAI,1.887
2006-02-13,2006,44,ALB,1.816
2006-02-14,2006,45,SCH,2.977
2006-02-14,2006,45,HAI,0.911
2006-02-14,2006,45,ALB,1.814
2006-02-15,2006,46,SCH,1.3
2006-02-15,2006,46,HAI,0.496
2006-02-15,2006,46,ALB,0.452
2006-02-16,2006,47,SCH,1.009
2006-02-16,2006,47,HAI,0.821
2006-02-16,2006,47,ALB,1.619
2006-02-17,2006,48,SCH,0.86
2006-02-17,2006,48,HAI,1.614
2006-02-17,2006,48,ALB,2.1
2006-02-18,2006,49,SCH,2.975
2006-02-18,2006,49,HAI,0.704
2006-02-18,2006,49,ALB,2.196
2006-02-19,2006,50,SCH,0.67
2006-02-19,2006,50,HAI,4.055
2006-02-19,2006,50,ALB,2.385
2006-02-20,2006,51,SCH,1.385
2006-02-20,2006,51,HAI,0.379
2006-02-20,2006,51,ALB,0.952
2006-02-21,2006,52,SCH,0.88
2006-02-21,2006,52,HAI,0.842
2006-02-21,2006,52,ALB,3.714
2006-02-22,2006,53,SCH,0.789
2006-02-22,2006,53,HAI,0.674
2006-02-22,2006,53,ALB,0.981
2006-02-23,2006,54,SCH,3.587
2006-02-23,2006,54,HAI,1.011
2006-02-23,2006,54,ALB,0.527
2006-02-24,2006,55,SCH,4.438
2006-02-24,2006,55,HAI,2.11
2006-02-24,2006,55,ALB,0.979
2006-02-25,2006,56,SCH,0.416
2006-02-25,2006,56,HAI,0.796
2006-02-25,2006,56,ALB,1.447
2006-02-26,2006,57,SCH,3.09
2006-02-26,2006,57,HAI,1.424
2006-02-26,2006,57,ALB,0.944
2006-02-27,2006,58,SCH,1.939
2006-02-27,2006,58,HAI,1.956
2006-02-27,2006,58,ALB,2.817
2006-02-28,2006,59,SCH,1.651
2006-02-28,2006,59,HAI,1.607
2006-02-28,2006,59,ALB,2.559
2006-03-01,2006,60,SCH,1.714
2006-03-01,2006,60,HAI,2.18
2006-03-01,2006,60,ALB,2.333
2006-03-02,2006,61,SCH,2.64
2006-03-02,2006,61,HAI,3.474
2006-03-02,2006,61,ALB,1.163
2006-03-03,2006,62,SCH,2.664
2006-03-03,2006,62,HAI,2.785
2006-03-03,2006,62,ALB,1.478
2006-03-04,2006,63,SCH,2.173
2006-03-04,2006,63,HAI,3.585
2006-03-04,2006,63,ALB,0.646
2006-03-05,2006,64,SCH,1.413
2006-03-05,2006,64,HAI,4.183
2006-03-05,2006,64,ALB,1.18
2006-03-06,2006,65,SCH,2.271
2006-03-06,2006,65,HAI,1.865
2006-03-06,2006,65,ALB,1.885
2006-03-07,2006,66,SCH,2.477
2006-03-07,2006,66,HAI,2.695
2006-03-07,2006,66,ALB,2.477
2006-03-08,2006,67,SCH,2.816
2006-03-08,2006,67,HAI,3.354
2006-03-08,2006,67,ALB,1.605
2006-03-09,2006,68,SCH,2.626
2006-03-09,2006,68,HAI,2.343
2006-03-09,2006,68,ALB,2.603
2006-03-10,2006,69,SCH,1.3
2006-03-10,2006,69,HAI,4.861
2006-03-10,2006,69,ALB,4.765
2006-03-11,2006,70,SCH,2.068
2006-03-11,2006,70,HAI,1.033
2006-03-11,2006,70,ALB,1.887
2006-03-12,2006,71,SCH,2.383
2006-03-12,2006,71,HAI,4.051
2006-03-12,2006,71,ALB,4.422
2006-03-13,2006,72,SCH,2.83
2006-03-13,2006,72,HAI,3.471
2006-03-13,2006,72,ALB,4.291
2006-03-14,2006,73,SCH,3.341
2006-03-14,2006,73,HAI,5.073
2006-03-14,2006,73,ALB,6.013
2006-03-15,2006,74,SCH,1.432
2006-03-15,2006,74,HAI,2.766
2006-03-15,2006,74,ALB,3.754
2006-03-16,2006,75,SCH,3.927
2006-03-16,2006,75,HAI,2.612
2006-03-16,2006,75,ALB,2.565
2006-03-17,2006,76,SCH,1.803
2006-03-17,2006,76,HAI,1.252
2006-03-17,2006,76,ALB,2.965
2006-03-18,2006,77,SCH,1.23
2006-03-18,2006,77,HAI,1.487
2006-03-18,2006,77,ALB,6.355
2006-03-19,2006,78,SCH,2.668
2006-03-19,2006,78,HAI,4.812
2006-03-19,2006,78,ALB,6.52
2006-03-20,2006,79,SCH,0.646
2006-03-20,2006,79,HAI,4.449
2006-03-20,2006,79,ALB,6.744
2006-03-21,2006,80,SCH,5.116
2006-03-21,2006,80,HAI,4.096
2006-03-21,2006,80,ALB,5.597
2006-03-22,2006,81,SCH,3.964
2006-03-22,2006,81,HAI,6.843
2006-03-22,2006,81,ALB,3.362
2006-03-23,2006,82,SCH,6.605
2006-03-23,2006,82,HAI,7.052
2006-03-23,2006,82,ALB,3.981
2006-03-24,2006,83,SCH,4.844
2006-03-24,2006,83,HAI,7.383
2006-03-24,2006,83,ALB,3.183
2006-03-25,2006,84,SCH,1.377
2006-03-25,2006,84,HAI,5.237
2006-03-25,2006,84,ALB,5.152
2006-03-26,2006,85,SCH,0.815
2006-03-26,2006,85,HAI,3.402
2006-03-26,2006,85,ALB,3.976
2006-03-27,2006,86,SCH,1.323
2006-03-27,2006,86,HAI,7.789
2006-03-27,2006,86,ALB,8.178
2006-03-28,2006,87,SCH,4.231
2006-03-28,2006,87,HAI,5.615
2006-03-28,2006,87,ALB,1.656
2006-03-29,2006,88,SCH,3.572
2006-03-29,2006,88,HAI,3.048
2006-03-29,2006,88,ALB,4.495
2006-03-30,2006,89,SCH,3.204
2006-03-30,2006,89,HAI,1.184
2006-03-30,2006,89,ALB,1.897
2006-03-31,2006,90,SCH,3.426
2006-03-31,2006,90,HAI,3.219
2006-03-31,2006,90,ALB,6.954
2006-04-01,2006,91,SCH,4.907
2006-04-01,2006,91,HAI,2.897
2006-04-01,2006,91,ALB,6.386
2006-04-02,2006,92,SCH,6.784
2006-04-02,2006,92,HAI,1.689
2006-04-02,2006,92,ALB,3.136
2006-04-03,2006,93,SCH,3.289
2006-04-03,2006,93,HAI,2.221
2006-04-03,2006,93,ALB,7.077
2006-04-04,2006,94,SCH,3.969
2006-04-04,2006,94,HAI,5.124
2006-04-04,2006,94,ALB,8.495
2006-04-05,2006,95,SCH,5.475
2006-04-05,2006,95,HAI,5.592
2006-04-05,2006,95,ALB,1.086
2006-04-06,2006,96,SCH,6.507
2006-04-06,2006,96,HAI,7.389
2006-04-06,2006,96,ALB,6.854
2006-04-07,2006,97,SCH,4.248
2006-04-07,2006,97,HAI,8.171
2006-04-07,2006,97,ALB,8.853
2006-04-08,2006,98,SCH,7.35
2006-04-08,2006,98,HAI,7.57
2006-04-08,2006,98,ALB,9.06
2006-04-09,2006,99,SCH,6.86
2006-04-09,2006,99,HAI,6.93
2006-04-09,2006,99,ALB,2.78
2006-04-10,2006,100,SCH,4.933
2006-04-10,2006,100,HAI,3.864
2006-04-10,2006,100,ALB,1.695
2006-04-11,2006,101,SCH,1.822
2006-04-11,2006,101,HAI,6.617
2006-04-11,2006,101,ALB,2.589
2006-04-12,2006,102,SCH,2.856
2006-04-12,2006,102,HAI,1.195
2006-04-12,2006,102,ALB,1.103
2006-04-13,2006,103,SCH,2.466
2006-04-13,2006,103,HAI,1.394
2006-04-13,2006,103,ALB,2.622
2006-04-14,2006,104,SCH,5.717
2006-04-14,2006,104,HAI,5.949
2006-04-14,2006,104,ALB,3.589
2006-04-15,2006,105,SCH,9.283
2006-04-15,2006,105,HAI,6.892
2006-04-15,2006,105,ALB,5.846
2006-04-16,2006,106,SCH,2.572
2006-04-16,2006,106,HAI,1.315
2006-04-16,2006,106,ALB,6.061
2006-04-17,2006,107,SCH,8.292
2006-04-17,2006,107,HAI,4.237
2006-04-17,2006,107,ALB,3.407
2006-04-18,2006,108,SCH,5.711
2006-04-18,2006,108,HAI,7.499
2006-04-18,2006,108,ALB,5.224
2006-04-19,2006,109,SCH,6.547
2006-04-19,2006,109,HAI,6.917
2006-04-19,2006,109,ALB,7.214
2006-04-20,2006,110,SCH,7.31
2006-04-20,2006,110,HAI,8.019
2006-04-20,2006,110,ALB,6.051
2006-04-21,2006,111,SCH,6.315
2006-04-21,2006,111,HAI,6.177
2006-04-21,2006,111,ALB,9.908
2006-04-22,2006,112,SCH,4.433
2006-04-22,2006,112,HAI,6.032
2006-04-22,2006,112,ALB,6.789
2006-04-23,2006,113,SCH,5.926
2006-04-23,2006,113,HAI,3.712
2006-04-23,2006,113,ALB,10.77
2006-04-24,2006,114,SCH,3.328
2006-04-24,2006,114,HAI,9.549
2006-04-24,2006,114,ALB,11.029
2006-04-25,2006,115,SCH,10.348
2006-04-25,2006,115,HAI,10.885
2006-04-25,2006,115,ALB,4.681
2006-04-26,2006,116,SCH,7.903
2006-04-26,2006,116,HAI,4.791
2006-04-26,2006,116,ALB,1.059
2006-04-27,2006,117,SCH,1.795
2006-04-27,2006,117,HAI,1.866
2006-04-27,2006,117,ALB,1.727
2006-04-28,2006,118,SCH,8.451
2006-04-28,2006,118,HAI,1.378
2006-04-28,2006,118,ALB,1.663
2006-04-29,2006,119,SCH,3.613
2006-04-29,2006,119,HAI,4.469
2006-04-29,2006,119,ALB,7.471
2006-04-30,2006,120,SCH,4.923
2006-04-30,2006,120,HAI,2.654
2006-04-30,2006,120,ALB,6.944
2006-05-01,2006,121,SCH,8.361
2006-05-01,2006,121,HAI,9.926
2006-05-01,2006,121,ALB,6.529
2006-05-02,2006,122,SCH,6.84
2006-05-02,2006,122,HAI,7.497
2006-05-02,2006,122,ALB,9.867
2006-05-03,2006,123,SCH,10.968
2006-05-03,2006,123,HAI,11.713
2006-05-03,2006,123,ALB,11.289
2006-05-04,2006,124,SCH,9.618
2006-05-04,2006,124,HAI,11.027
2006-05-04,2006,124,ALB,12.366
2006-05-05,2006,125,SCH,10.539
2006-05-05,2006,125,HAI,11.882
2006-05-05,2006,125,ALB,9.334
2006-05-06,2006,126,SCH,9.701
2006-05-06,2006,126,HAI,10.419
2006-05-06,2006,126,ALB,11.882
2006-05-07,2006,127,SCH,9.934
2006-05-07,2006,127,HAI,11.535
2006-05-07,2006,127,ALB,12.18
2006-05-08,2006,128,SCH,11.35
2006-05-08,2006,128,HAI,10.888
2006-05-08,2006,128,ALB,9.222
2006-05-09,2006,129,SCH,12.336
2006-05-09,2006,129,HAI,11.255
2006-05-09,2006,129,ALB,1.432
2006-05-10,2006,130,SCH,12.262
2006-05-10,2006,130,HAI,12.429
2006-05-10,2006,130,ALB,8.481
2006-05-11,2006,131,SCH,11.372
2006-05-11,2006,131,HAI,12.818
2006-05-11,2006,131,ALB,13.092
2006-05-12,2006,132,SCH,10.688
2006-05-12,2006,132,HAI,11.648
2006-05-12,2006,132,ALB,10.544
2006-05-13,2006,133,SCH,5.127
2006-05-13,2006,133,HAI,5.919
2006-05-13,2006,133,ALB,7.202
2006-05-14,2006,134,SCH,6.066
2006-05-14,2006,134,HAI,4.456
2006-05-14,2006,134,ALB,5.609
2006-05-15,2006,135,SCH,10.376
2006-05-15,2006,135,HAI,8.384
2006-05-15,2006,135,ALB,8.526
2006-05-16,2006,136,SCH,5.467
2006-05-16,2006,136,HAI,8.26
2006-05-16,2006,136,ALB,3.823
2006-05-17,2006,137,SCH,4.193
2006-05-17,2006,137,HAI,4.459
2006-05-17,2006,137,ALB,9.997
2006-05-18,2006,138,SCH,1.715
2006-05-18,2006,138,HAI,2.14
2006-05-18,2006,138,ALB,1.916
2006-05-19,2006,139,SCH,8.331
2006-05-19,2006,139,HAI,3.303
2006-05-19,2006,139,ALB,9.002
2006-05-20,2006,140,SCH,7.626
2006-05-20,2006,140,HAI,2.081
2006-05-20,2006,140,ALB,2.652
2006-05-21,2006,141,SCH,4.32
2006-05-21,2006,141,HAI,6.888
2006-05-21,2006,141,ALB,5.267
2006-05-22,2006,142,SCH,5.84
2006-05-22,2006,142,HAI,5.083
2006-05-22,2006,142,ALB,8.085
2006-05-23,2006,143,SCH,9.36
2006-05-23,2006,143,HAI,8.334
2006-05-23,2006,143,ALB,10.552
2006-05-24,2006,144,SCH,10.509
2006-05-24,2006,144,HAI,6.36
2006-05-24,2006,144,ALB,8.002
2006-05-25,2006,145,SCH,2.464
2006-05-25,2006,145,HAI,3.607
2006-05-25,2006,145,ALB,4.87
2006-05-26,2006,146,SCH,8.463
2006-05-26,2006,146,HAI,5.53
2006-05-26,2006,146,ALB,2.693
2006-05-27,2006,147,SCH,2.109
2006-05-27,2006,147,HAI,4.988
2006-05-27,2006,147,ALB,8.916
2006-05-28,2006,148,SCH,11.213
2006-05-28,2006,148,HAI,8.344
2006-05-28,2006,148,ALB,4.864
2006-05-29,2006,149,SCH,8.119
2006-05-29,2006,149,HAI,7.625
2006-05-29,2006,149,ALB,1.433
2006-05-30,2006,150,SCH,3.631
2006-05-30,2006,150,HAI,9.053
2006-05-30,2006,150,ALB,5.867
2006-05-31,2006,151,SCH,9.534
2006-05-31,2006,151,HAI,2.88
2006-05-31,2006,151,ALB,7.278
2006-06-01,2006,152,SCH,11.068
2006-06-01,2006,152,HAI,6.92
2006-06-01,2006,152,ALB,3.886
2006-06-02,2006,153,SCH,10.263
2006-06-02,2006,153,HAI,11.491
2006-06-02,2006,153,ALB,4.503
2006-06-03,2006,154,SCH,2.429
2006-06-03,2006,154,HAI,3.918
2006-06-03,2006,154,ALB,7.957
2006-06-04,2006,155,SCH,6.928
2006-06-04,2006,155,HAI,9.109
2006-06-04,2006,155,ALB,5.361
2006-06-05,2006,156,SCH,8.324
2006-06-05,2006,156,HAI,3.738
2006-06-05,2006,156,ALB,8.707
2006-06-06,2006,157,SCH,6.356
2006-06-06,2006,157,HAI,11.054
2006-06-06,2006,157,ALB,9.477
2006-06-07,2006,158,SCH,5.93
2006-06-07,2006,158,HAI,6.846
2006-06-07,2006,158,ALB,10.652
2006-06-08,2006,159,SCH,10.246
2006-06-08,2006,159,HAI,10.254
2006-06-08,2006,159,ALB,9.824
2006-06-09,2006,160,SCH,10.776
2006-06-09,2006,160,HAI,11.37
2006-06-09,2006,160,ALB,13.154
2006-06-10,2006,161,SCH,13.0
2006-06-10,2006,161,HAI,12.642
2006-06-10,2006,161,ALB,11.707
2006-06-11,2006,162,SCH,14.319
2006-06-11,2006,162,HAI,14.053
2006-06-11,2006,162,ALB,14.405
2006-06-12,2006,163,SCH,13.901
2006-06-12,2006,163,HAI,13.955
2006-06-12,2006,163,ALB,14.491
2006-06-13,2006,164,SCH,14.386
2006-06-13,2006,164,HAI,14.04
2006-06-13,2006,164,ALB,13.565
2006-06-14,2006,165,SCH,13.606
2006-06-14,2006,165,HAI,13.812
2006-06-14,2006,165,ALB,12.904
2006-06-15,2006,166,SCH,12.661
2006-06-15,2006,166,HAI,7.784
2006-06-15,2006,166,ALB,9.292
2006-06-16,2006,167,SCH,12.104
2006-06-16,2006,167,HAI,7.638
2006-06-16,2006,167,ALB,11.042
2006-06-17,2006,168,SCH,3.748
2006-06-17,2006,168,HAI,6.625
2006-06-17,2006,168,ALB,11.225
2006-06-18,2006,169,SCH,5.887
2006-06-18,2006,169,HAI,11.544
2006-06-18,2006,169,ALB,12.905
2006-06-19,2006,170,SCH,12.471
2006-06-19,2006,170,HAI,12.177
2006-06-19,2006,170,ALB,5.746
2006-06-20,2006,171,SCH,11.414
2006-06-20,2006,171,HAI,10.507
2006-06-20,2006,171,ALB,8.919
2006-06-21,2006,172,SCH,11.419
2006-06-21,2006,172,HAI,13.656
2006-06-21,2006,172,ALB,11.178
2006-06-22,2006,173,SCH,9.487
2006-06-22,2006,173,HAI,7.493
2006-06-22,2006,173,ALB,2.959
2006-06-23,2006,174,SCH,8.747
2006-06-23,2006,174,HAI,7.312
2006-06-23,2006,174,ALB,9.13
2006-06-24,2006,175,SCH,10.384
2006-06-24,2006,175,HAI,13.925
2006-06-24,2006,175,ALB,12.278
2006-06-25,2006,176,SCH,12.354
2006-06-25,2006,176,HAI,11.29
2006-06-25,2006,176,ALB,13.788
2006-06-26,2006,177,SCH,13.491
2006-06-26,2006,177,HAI,8.861
2006-06-26,2006,177,ALB,10.063
2006-06-27,2006,178,SCH,14.092
2006-06-27,2006,178,HAI,9.622
2006-06-27,2006,178,ALB,7.539
2006-06-28,2006,179,SCH,9.469
2006-06-28,2006,179,HAI,3.681
2006-06-28,2006,179,ALB,7.694
2006-06-29,2006,180,SCH,8.234
2006-06-29,2006,180,HAI,6.142
2006-06-29,2006,180,ALB,5.439
2006-06-30,2006,181,SCH,5.513
2006-06-30,2006,181,HAI,12.628
2006-06-30,2006,181,ALB,11.717
2006-07-01,2006,182,SCH,12.072
2006-07-01,2006,182,HAI,14.101
2006-07-01,2006,182,ALB,12.857
2006-07-02,2006,183,SCH,13.546
2006-07-02,2006,183,HAI,13.968
2006-07-02,2006,183,ALB,14.162
2006-07-03,2006,184,SCH,14.914
2006-07-03,2006,184,HAI,14.239
2006-07-03,2006,184,ALB,13.631
2006-07-04,2006,185,SCH,14.501
2006-07-04,2006,185,HAI,13.78
2006-07-04,2006,185,ALB,12.077
2006-07-05,2006,186,SCH,14.426
2006-07-05,2006,186,HAI,13.464
2006-07-05,2006,186,ALB,12.18
2006-07-06,2006,187,SCH,13.386
2006-07-06,2006,187,HAI,3.597
2006-07-06,2006,187,ALB,12.235
2006-07-07,2006,188,SCH,12.046
2006-07-07,2006,188,HAI,6.055
2006-07-07,2006,188,ALB,5.138
2006-07-08,2006,189,SCH,4.369
2006-07-08,2006,189,HAI,7.642
2006-07-08,2006,189,ALB,6.602
2006-07-09,2006,190,SCH,12.216
2006-07-09,2006,190,HAI,6.011
2006-07-09,2006,190,ALB,9.372
2006-07-10,2006,191,SCH,12.102
2006-07-10,2006,191,HAI,11.102
2006-07-10,2006,191,ALB,11.222
2006-07-11,2006,192,SCH,12.076
2006-07-11,2006,192,HAI,12.846
2006-07-11,2006,192,ALB,12.624
2006-07-12,2006,193,SCH,10.635
2006-07-12,2006,193,HAI,11.357
2006-07-12,2006,193,ALB,3.232
2006-07-13,2006,194,SCH,11.289
2006-07-13,2006,194,HAI,8.309
2006-07-13,2006,194,ALB,12.347
2006-07-14,2006,195,SCH,14.422
2006-07-14,2006,195,HAI,8.509
2006-07-14,2006,195,ALB,8.425
2006-07-15,2006,196,SCH,7.269
2006-07-15,2006,196,HAI,13.756
2006-07-15,2006,196,ALB,12.531
2006-07-16,2006,197,SCH,9.198
2006-07-16,2006,197,HAI,13.801
2006-07-16,2006,197,ALB,13.895
2006-07-17,2006,198,SCH,13.381
2006-07-17,2006,198,HAI,14.004
2006-07-17,2006,198,ALB,14.239
2006-07-18,2006,199,SCH,13.253
2006-07-18,2006,199,HAI,13.574
2006-07-18,2006,199,ALB,13.789
2006-07-19,2006,200,SCH,13.376
2006-07-19,2006,200,HAI,13.92
2006-07-19,2006,200,ALB,14.139
2006-07-20,2006,201,SCH,11.569
2006-07-20,2006,201,HAI,12.497
2006-07-20,2006,201,ALB,10.791
2006-07-21,2006,202,SCH,10.621
2006-07-21,2006,202,HAI,12.967
2006-07-21,2006,202,ALB,6.446
2006-07-22,2006,203,SCH,10.796
2006-07-22,2006,203,HAI,12.842
2006-07-22,2006,203,ALB,12.842
2006-07-23,2006,204,SCH,6.916
2006-07-23,2006,204,HAI,4.935
2006-07-23,2006,204,ALB,10.025
2006-07-24,2006,205,SCH,10.963
2006-07-24,2006,205,HAI,9.687
2006-07-24,2006,205,ALB,11.945
2006-07-25,2006,206,SCH,10.631
2006-07-25,2006,206,HAI,11.465
2006-07-25,2006,206,ALB,13.447
2006-07-26,2006,207,SCH,13.085
2006-07-26,2006,207,HAI,11.841
2006-07-26,2006,207,ALB,8.062
2006-07-27,2006,208,SCH,12.719
2006-07-27,2006,208,HAI,10.1
2006-07-27,2006,208,ALB,8.376
2006-07-28,2006,209,SCH,7.162
2006-07-28,2006,209,HAI,8.223
2006-07-28,2006,209,ALB,10.248
2006-07-29,2006,210,SCH,6.563
2006-07-29,2006,210,HAI,11.621
2006-07-29,2006,210,ALB,7.369
2006-07-30,2006,211,SCH,9.906
2006-07-30,2006,211,HAI,10.299
2006-07-30,2006,211,ALB,11.063
2006-07-31,2006,212,SCH,9.088
2006-07-31,2006,212,HAI,7.937
2006-07-31,2006,212,ALB,4.326
2006-08-01,2006,213,SCH,9.544
2006-08-01,2006,213,HAI,7.131
2006-08-01,2006,213,ALB,3.17
2006-08-02,2006,214,SCH,5.038
2006-08-02,2006,214,HAI,5.4
2006-08-02,2006,214,ALB,8.407
2006-08-03,2006,215,SCH,7.475
2006-08-03,2006,215,HAI,10.677
2006-08-03,2006,215,ALB,3.334
2006-08-04,2006,216,SCH,5.053
2006-08-04,2006,216,HAI,5.027
2006-08-04,2006,216,ALB,9.497
2006-08-05,2006,217,SCH,6.692
2006-08-05,2006,217,HAI,4.75
2006-08-05,2006,217,ALB,7.889
2006-08-06,2006,218,SCH,4.03
2006-08-06,2006,218,HAI,3.086
2006-08-06,2006,218,ALB,7.187
2006-08-07,2006,219,SCH,7.419
2006-08-07,2006,219,HAI,9.508
2006-08-07,2006,219,ALB,9.451
2006-08-08,2006,220,SCH,6.63
2006-08-08,2006,220,HAI,6.542
2006-08-08,2006,220,ALB,8.552
2006-08-09,2006,221,SCH,4.278
2006-08-09,2006,221,HAI,3.264
2006-08-09,2006,221,ALB,7.538
2006-08-10,2006,222,SCH,5.81
2006-08-10,2006,222,HAI,8.314
2006-08-10,2006,222,ALB,2.021
2006-08-11,2006,223,SCH,4.3
2006-08-11,2006,223,HAI,3.128
2006-08-11,2006,223,ALB,5.114
2006-08-12,2006,224,SCH,7.91
2006-08-12,2006,224,HAI,4.918
2006-08-12,2006,224,ALB,6.563
2006-08-13,2006,225,SCH,2.424
2006-08-13,2006,225,HAI,5.307
2006-08-13,2006,225,ALB,2.802
2006-08-14,2006,226,SCH,8.425
2006-08-14,2006,226,HAI,7.049
2006-08-14,2006,226,ALB,6.159
2006-08-15,2006,227,SCH,4.473
2006-08-15,2006,227,HAI,4.42
2006-08-15,2006,227,ALB,7.212
2006-08-16,2006,228,SCH,10.206
2006-08-16,2006,228,HAI,5.072
2006-08-16,2006,228,ALB,7.234
2006-08-17,2006,229,SCH,6.795
2006-08-17,2006,229,HAI,8.402
2006-08-17,2006,229,ALB,8.721
2006-08-18,2006,230,SCH,7.865
2006-08-18,2006,230,HAI,4.76
2006-08-18,2006,230,ALB,11.87
2006-08-19,2006,231,SCH,10.464
2006-08-19,2006,231,HAI,7.558
2006-08-19,2006,231,ALB,7.625
2006-08-20,2006,232,SCH,6.616
2006-08-20,2006,232,HAI,7.666
2006-08-20,2006,232,ALB,4.02
2006-08-21,2006,233,SCH,6.946
2006-08-21,2006,233,HAI,4.396
2006-08-21,2006,233,ALB,7.947
