date,year,doy,explo,PAR
2010-04-06,2010,96,ALB,9.326
2010-04-07,2010,97,SCH,8.542
2010-04-07,2010,97,HAI,8.992
2010-04-07,2010,97,ALB,9.634
2010-04-08,2010,98,SCH,8.173
2010-04-08,2010,98,HAI,4.121
2010-04-08,2010,98,ALB,7.621
2010-04-09,2010,99,SCH,3.868
2010-04-09,2010,99,HAI,4.882
2010-04-09,2010,99,ALB,1.937
2010-04-10,2010,100,SCH,5.193
2010-04-10,2010,100,HAI,3.705
2010-04-10,2010,100,ALB,5.02
2010-04-11,2010,101,SCH,2.623
2010-04-11,2010,101,HAI,2.717
2010-04-11,2010,101,ALB,3.983
2010-04-12,2010,102,SCH,7.961
2010-04-12,2010,102,HAI,1.944
2010-04-12,2010,102,ALB,2.692
2010-04-13,2010,103,SCH,6.934
2010-04-13,2010,103,HAI,7.128
2010-04-13,2010,103,ALB,4.883
2010-04-14,2010,104,SCH,6.83
2010-04-14,2010,104,HAI,5.965
2010-04-14,2010,104,ALB,4.076
2010-04-15,2010,105,SCH,5.317
2010-04-15,2010,105,HAI,2.697
2010-04-15,2010,105,ALB,6.212
2010-04-16,2010,106,SCH,6.775
2010-04-16,2010,106,HAI,7.454
2010-04-16,2010,106,ALB,4.789
2010-04-17,2010,107,SCH,8.789
2010-04-17,2010,107,HAI,10.628
2010-04-17,2010,107,ALB,10.648
2010-04-18,2010,108,SCH,10.385
2010-04-18,2010,108,HAI,10.775
2010-04-18,2010,108,ALB,7.169
2010-04-19,2010,109,SCH,7.908
2010-04-19,2010,109,HAI,7.606
2010-04-19,2010,109,ALB,9.831
2010-04-20,2010,110,SCH,7.998
2010-04-20,2010,110,HAI,8.456
2010-04-20,2010,110,ALB,7.202
2010-04-21,2010,111,SCH,8.812
2010-04-21,2010,111,HAI,4.614
2010-04-21,2010,111,ALB,10.81
2010-04-22,2010,112,SCH,6.096
2010-04-22,2010,112,HAI,10.658
2010-04-22,2010,112,ALB,11.113
2010-04-23,2010,113,SCH,10.283
2010-04-23,2010,113,HAI,11.234
2010-04-23,2010,113,ALB,9.54
2010-04-24,2010,114,SCH,8.136
2010-04-24,2010,114,HAI,10.444
2010-04-24,2010,114,ALB,11.621
2010-04-25,2010,115,SCH,11.176
2010-04-25,2010,115,HAI,11.014
2010-04-25,2010,115,ALB,10.761
2010-04-26,2010,116,SCH,7.809
2010-04-26,2010,116,HAI,4.828
2010-04-26,2010,116,ALB,7.116
2010-04-27,2010,117,SCH,4.22
2010-04-27,2010,117,HAI,5.017
2010-04-27,2010,117,ALB,7.074
2010-04-28,2010,118,SCH,10.943
2010-04-28,2010,118,HAI,11.492
2010-04-28,2010,118,ALB,12.043
2010-04-29,2010,119,SCH,8.812
2010-04-29,2010,119,HAI,8.343
2010-04-29,2010,119,ALB,11.632
2010-04-30,2010,120,SCH,10.02
2010-04-30,2010,120,HAI,5.531
2010-04-30,2010,120,ALB,5.09
2010-05-01,2010,121,SCH,8.84
2010-05-01,2010,121,HAI,4.927
2010-05-01,2010,121,ALB,2.225
2010-05-02,2010,122,SCH,6.16
2010-05-02,2010,122,HAI,2.407
2010-05-02,2010,122,ALB,1.734
2010-05-03,2010,123,SCH,1.957
2010-05-03,2010,123,HAI,5.74
2010-05-03,2010,123,ALB,4.391
2010-05-04,2010,124,SCH,5.226
2010-05-04,2010,124,HAI,6.198
2010-05-04,2010,124,ALB,1.685
2010-05-05,2010,125,SCH,10.77
2010-05-05,2010,125,HAI,10.998
2010-05-05,2010,125,ALB,1.229
2010-05-06,2010,126,SCH,2.047
2010-05-06,2010,126,HAI,1.156
2010-05-06,2010,126,ALB,1.376
2010-05-07,2010,127,SCH,1.585
2010-05-07,2010,127,HAI,2.552
2010-05-07,2010,127,ALB,3.9
2010-05-08,2010,128,SCH,3.089
2010-05-08,2010,128,HAI,3.706
2010-05-08,2010,128,ALB,5.51
2010-05-09,2010,129,SCH,2.711
2010-05-09,2010,129,HAI,4.802
2010-05-09,2010,129,ALB,4.766
2010-05-10,2010,130,SCH,2.209
2010-05-10,2010,130,HAI,1.82
2010-05-10,2010,130,ALB,2.211
2010-05-11,2010,131,SCH,3.079
2010-05-11,2010,131,HAI,1.681
2010-05-11,2010,131,ALB,10.692
2010-05-12,2010,132,SCH,6.202
2010-05-12,2010,132,HAI,3.572
2010-05-12,2010,132,ALB,4.771
2010-05-13,2010,133,SCH,2.98
2010-05-13,2010,133,HAI,1.412
2010-05-13,2010,133,ALB,1.362
2010-05-14,2010,134,SCH,1.923
2010-05-14,2010,134,HAI,2.224
2010-05-14,2010,134,ALB,1.816
2010-05-15,2010,135,SCH,1.602
2010-05-15,2010,135,HAI,2.669
2010-05-15,2010,135,ALB,1.358
2010-05-16,2010,136,SCH,4.07
2010-05-16,2010,136,HAI,7.206
2010-05-16,2010,136,ALB,2.33
2010-05-17,2010,137,SCH,8.234
2010-05-17,2010,137,HAI,5.444
2010-05-17,2010,137,ALB,3.757
2010-05-18,2010,138,SCH,5.504
2010-05-18,2010,138,HAI,6.638
2010-05-18,2010,138,ALB,6.401
2010-05-19,2010,139,SCH,1.72
2010-05-19,2010,139,HAI,1.296
2010-05-19,2010,139,ALB,3.569
2010-05-20,2010,140,SCH,3.517
2010-05-20,2010,140,HAI,2.525
2010-05-20,2010,140,ALB,1.389
2010-05-21,2010,141,SCH,6.286
2010-05-21,2010,141,HAI,12.79
2010-05-21,2010,141,ALB,4.91
2010-05-22,2010,142,SCH,3.425
2010-05-22,2010,142,HAI,12.191
2010-05-22,2010,142,ALB,8.652
2010-05-23,2010,143,SCH,9.13
2010-05-23,2010,143,HAI,13.227
2010-05-23,2010,143,ALB,11.345
2010-05-24,2010,144,SCH,6.296
2010-05-24,2010,144,HAI,11.127
2010-05-24,2010,144,ALB,13.737
2010-05-25,2010,145,SCH,6.275
2010-05-25,2010,145,HAI,11.138
2010-05-25,2010,145,ALB,13.145
2010-05-26,2010,146,SCH,11.585
2010-05-26,2010,146,HAI,5.03
2010-05-26,2010,146,ALB,5.759
2010-05-27,2010,147,SCH,5.072
2010-05-27,2010,147,HAI,7.03
2010-05-27,2010,147,ALB,5.087
2010-05-28,2010,148,SCH,5.69
2010-05-28,2010,148,HAI,2.926
2010-05-28,2010,148,ALB,3.421
2010-05-29,2010,149,SCH,12.247
2010-05-29,2010,149,HAI,9.674
2010-05-29,2010,149,ALB,6.307
2010-05-30,2010,150,SCH,5.105
2010-05-30,2010,150,HAI,7.35
2010-05-30,2010,150,ALB,5.818
2010-05-31,2010,151,SCH,2.084
2010-05-31,2010,151,HAI,2.482
2010-05-31,2010,151,ALB,2.268
2010-06-01,2010,152,SCH,1.273
2010-06-01,2010,152,HAI,1.76
2010-06-01,2010,152,ALB,3.313
2010-06-02,2010,153,SCH,3.912
2010-06-02,2010,153,HAI,4.034
2010-06-02,2010,153,ALB,2.582
2010-06-03,2010,154,SCH,14.718
2010-06-03,2010,154,HAI,13.839
2010-06-03,2010,154,ALB,1.665
2010-06-04,2010,155,SCH,14.299
2010-06-04,2010,155,HAI,13.948
2010-06-04,2010,155,ALB,13.987
2010-06-05,2010,156,SCH,13.922
2010-06-05,2010,156,HAI,13.913
2010-06-05,2010,156,ALB,14.517
2010-06-06,2010,157,SCH,11.576
2010-06-06,2010,157,HAI,11.526
2010-06-06,2010,157,ALB,10.245
2010-06-07,2010,158,SCH,9.481
2010-06-07,2010,158,HAI,6.659
2010-06-07,2010,158,ALB,11.129
2010-06-08,2010,159,SCH,11.638
2010-06-08,2010,159,HAI,10.064
2010-06-08,2010,159,ALB,11.361
2010-06-09,2010,160,SCH,11.025
2010-06-09,2010,160,HAI,11.272
2010-06-09,2010,160,ALB,14.073
2010-06-10,2010,161,SCH,8.671
2010-06-10,2010,161,HAI,13.159
2010-06-10,2010,161,ALB,9.783
2010-06-11,2010,162,SCH,10.373
2010-06-11,2010,162,HAI,9.474
2010-06-11,2010,162,ALB,11.364
2010-06-12,2010,163,SCH,2.153
2010-06-12,2010,163,HAI,4.33
2010-06-12,2010,163,ALB,8.604
2010-06-13,2010,164,SCH,4.504
2010-06-13,2010,164,HAI,9.891
2010-06-13,2010,164,ALB,1.871
2010-06-14,2010,165,SCH,6.705
2010-06-14,2010,165,HAI,8.661
2010-06-14,2010,165,ALB,12.465
2010-06-15,2010,166,SCH,7.464
2010-06-15,2010,166,HAI,10.162
2010-06-15,2010,166,ALB,4.106
2010-06-16,2010,167,SCH,13.68
2010-06-16,2010,167,HAI,10.211
2010-06-16,2010,167,ALB,1.524
2010-06-17,2010,168,SCH,14.455
2010-06-17,2010,168,HAI,13.492
2010-06-17,2010,168,ALB,2.499
2010-06-18,2010,169,SCH,9.697
2010-06-18,2010,169,HAI,11.489
2010-06-18,2010,169,ALB,1.706
2010-06-19,2010,170,SCH,4.901
2010-06-19,2010,170,HAI,9.577
2010-06-19,2010,170,ALB,3.728
2010-06-20,2010,171,SCH,5.521
2010-06-20,2010,171,HAI,7.657
2010-06-20,2010,171,ALB,5.369
2010-06-21,2010,172,SCH,10.618
2010-06-21,2010,172,HAI,5.591
2010-06-21,2010,172,ALB,6.287
2010-06-22,2010,173,SCH,11.58
2010-06-22,2010,173,HAI,8.969
2010-06-22,2010,173,ALB,4.056
2010-06-23,2010,174,SCH,6.615
2010-06-23,2010,174,HAI,6.988
2010-06-23,2010,174,ALB,8.421
2010-06-24,2010,175,SCH,10.826
2010-06-24,2010,175,HAI,13.255
2010-06-24,2010,175,ALB,11.38
2010-06-25,2010,176,SCH,8.706
2010-06-25,2010,176,HAI,11.578
2010-06-25,2010,176,ALB,11.657
2010-06-26,2010,177,SCH,12.056
2010-06-26,2010,177,HAI,14.218
2010-06-26,2010,177,ALB,9.728
2010-06-27,2010,178,SCH,14.621
2010-06-27,2010,178,HAI,13.876
2010-06-27,2010,178,ALB,10.864
2010-06-28,2010,179,SCH,14.867
2010-06-28,2010,179,HAI,13.811
2010-06-28,2010,179,ALB,12.018
2010-06-29,2010,180,SCH,13.259
2010-06-29,2010,180,HAI,11.542
2010-06-29,2010,180,ALB,9.594
2010-06-30,2010,181,SCH,11.855
2010-06-30,2010,181,HAI,12.549
2010-06-30,2010,181,ALB,10.154
2010-07-01,2010,182,SCH,11.597
2010-07-01,2010,182,HAI,10.125
2010-07-01,2010,182,ALB,10.852
2010-07-02,2010,183,SCH,13.271
2010-07-02,2010,183,HAI,12.206
2010-07-02,2010,183,ALB,12.538
2010-07-03,2010,184,SCH,12.854
2010-07-03,2010,184,HAI,13.345
2010-07-03,2010,184,ALB,12.19
2010-07-04,2010,185,SCH,13.669
2010-07-04,2010,185,HAI,10.704
2010-07-04,2010,185,ALB,11.337
2010-07-05,2010,186,SCH,12.443
2010-07-05,2010,186,HAI,10.884
2010-07-05,2010,186,ALB,12.307
2010-07-06,2010,187,SCH,7.954
2010-07-06,2010,187,HAI,7.835
2010-07-06,2010,187,ALB,11.208
2010-07-07,2010,188,SCH,10.832
2010-07-07,2010,188,HAI,11.715
2010-07-07,2010,188,ALB,12.924
2010-07-08,2010,189,SCH,12.48
2010-07-08,2010,189,HAI,13.799
2010-07-08,2010,189,ALB,14.19
2010-07-09,2010,190,SCH,14.497
2010-07-09,2010,190,HAI,13.893
2010-07-09,2010,190,ALB,12.512
2010-07-10,2010,191,SCH,13.831
2010-07-10,2010,191,HAI,13.327
2010-07-10,2010,191,ALB,13.449
2010-07-11,2010,192,SCH,14.0
2010-07-11,2010,192,HAI,9.264
2010-07-11,2010,192,ALB,6.169
2010-07-12,2010,193,SCH,13.768
2010-07-12,2010,193,HAI,11.928
2010-07-12,2010,193,ALB,13.729
2010-07-13,2010,194,SCH,6.786
2010-07-13,2010,194,HAI,9.615
2010-07-13,2010,194,ALB,10.177
2010-07-14,2010,195,SCH,13.008
2010-07-14,2010,195,HAI,13.138
2010-07-14,2010,195,ALB,12.492
2010-07-15,2010,196,SCH,10.034
2010-07-15,2010,196,HAI,9.97
2010-07-15,2010,196,ALB,6.793
2010-07-16,2010,197,SCH,12.64
2010-07-16,2010,197,HAI,11.61
2010-07-16,2010,197,ALB,13.958
2010-07-17,2010,198,SCH,6.315
2010-07-17,2010,198,HAI,2.756
2010-07-17,2010,198,ALB,7.358
2010-07-18,2010,199,SCH,4.335
2010-07-18,2010,199,HAI,11.789
2010-07-18,2010,199,ALB,7.071
2010-07-19,2010,200,SCH,11.392
2010-07-19,2010,200,HAI,13.776
2010-07-19,2010,200,ALB,12.939
2010-07-20,2010,201,SCH,12.929
2010-07-20,2010,201,HAI,13.326
2010-07-20,2010,201,ALB,13.504
2010-07-21,2010,202,SCH,10.195
2010-07-21,2010,202,HAI,13.593
2010-07-21,2010,202,ALB,10.177
2010-07-22,2010,203,SCH,7.941
2010-07-22,2010,203,HAI,6.214
2010-07-22,2010,203,ALB,8.822
2010-07-23,2010,204,SCH,4.921
2010-07-23,2010,204,HAI,4.927
2010-07-23,2010,204,ALB,2.459
2010-07-24,2010,205,SCH,2.05
2010-07-24,2010,205,HAI,7.55
2010-07-24,2010,205,ALB,2.026
2010-07-25,2010,206,SCH,9.722
2010-07-25,2010,206,HAI,13.565
2010-07-25,2010,206,ALB,8.988
2010-07-26,2010,207,SCH,9.628
2010-07-26,2010,207,HAI,6.337
2010-07-26,2010,207,ALB,3.717
2010-07-27,2010,208,SCH,7.99
2010-07-27,2010,208,HAI,10.464
2010-07-27,2010,208,ALB,6.364
2010-07-28,2010,209,SCH,6.649
2010-07-28,2010,209,HAI,4.408
2010-07-28,2010,209,ALB,3.024
2010-07-29,2010,210,SCH,9.278
2010-07-29,2010,210,HAI,6.362
2010-07-29,2010,210,ALB,5.121
2010-07-30,2010,211,SCH,9.559
2010-07-30,2010,211,HAI,5.383
2010-07-30,2010,211,ALB,9.01
2010-07-31,2010,212,SCH,11.39
2010-07-31,2010,212,HAI,10.411
2010-07-31,2010,212,ALB,13.082
2010-08-01,2010,213,SCH,8.024
2010-08-01,2010,213,HAI,9.518
2010-08-01,2010,213,ALB,11.888
2010-08-02,2010,214,SCH,5.26
2010-08-02,2010,214,HAI,6.021
2010-08-02,2010,214,ALB,3.364
2010-08-03,2010,215,SCH,2.423
2010-08-03,2010,215,HAI,2.107
2010-08-03,2010,215,ALB,8.512
2010-08-04,2010,216,SCH,9.118
2010-08-04,2010,216,HAI,7.594
2010-08-04,2010,216,ALB,4.655
2010-08-05,2010,217,SCH,9.824
2010-08-05,2010,217,HAI,5.096
2010-08-05,2010,217,ALB,1.863
2010-08-06,2010,218,SCH,8.351
2010-08-06,2010,218,HAI,1.716
2010-08-06,2010,218,ALB,4.153
2010-08-07,2010,219,SCH,3.978
2010-08-07,2010,219,HAI,11.248
2010-08-07,2010,219,ALB,11.949
2010-08-08,2010,220,SCH,4.477
2010-08-08,2010,220,HAI,5.789
2010-08-08,2010,220,ALB,7.415
2010-08-09,2010,221,SCH,6.173
2010-08-09,2010,221,HAI,9.011
2010-08-09,2010,221,ALB,9.856
2010-08-10,2010,222,SCH,9.943
2010-08-10,2010,222,HAI,6.895
2010-08-10,2010,222,ALB,11.336
2010-08-11,2010,223,SCH,5.577
2010-08-11,2010,223,HAI,5.49
2010-08-11,2010,223,ALB,8.731
2010-08-12,2010,224,SCH,6.741
2010-08-12,2010,224,HAI,2.091
2010-08-12,2010,224,ALB,4.772
2010-08-13,2010,225,SCH,4.704
2010-08-13,2010,225,HAI,8.491
2010-08-13,2010,225,ALB,1.888
2010-08-14,2010,226,SCH,1.906
2010-08-14,2010,226,HAI,8.333
2010-08-14,2010,226,ALB,8.705
2010-08-15,2010,227,SCH,8.888
2010-08-15,2010,227,HAI,1.12
2010-08-15,2010,227,ALB,6.292
2010-08-16,2010,228,SCH,7.773
2010-08-16,2010,228,HAI,3.489
2010-08-16,2010,228,ALB,3.678
2010-08-17,2010,229,SCH,4.419
2010-08-17,2010,229,HAI,3.398
2010-08-17,2010,229,ALB,4.365
2010-08-18,2010,230,SCH,4.166
2010-08-18,2010,230,HAI,2.691
2010-08-18,2010,230,ALB,2.247
2010-08-19,2010,231,SCH,6.393
2010-08-19,2010,231,HAI,8.815
2010-08-19,2010,231,ALB,10.256
2010-08-20,2010,232,SCH,7.523
2010-08-20,2010,232,HAI,11.414
2010-08-20,2010,232,ALB,9.56
2010-08-21,2010,233,SCH,10.518
2010-08-21,2010,233,HAI,10.953
2010-08-21,2010,233,ALB,9.819
2010-08-22,2010,234,SCH,7.395
2010-08-22,2010,234,HAI,8.56
2010-08-22,2010,234,ALB,9.99
2010-08-23,2010,235,SCH,4.708
2010-08-23,2010,235,HAI,2.684
2010-08-23,2010,235,ALB,1.987
2010-08-24,2010,236,SCH,8.256
2010-08-24,2010,236,HAI,7.636
2010-08-24,2010,236,ALB,3.559
2010-08-25,2010,237,SCH,4.816
2010-08-25,2010,237,HAI,7.499
2010-08-25,2010,237,ALB,8.841
2010-08-26,2010,238,SCH,2.293
2010-08-26,2010,238,HAI,2.419
2010-08-26,2010,238,ALB,9.337
2010-08-27,2010,239,SCH,1.67
2010-08-27,2010,239,HAI,3.766
2010-08-27,2010,239,ALB,4.615
2010-08-28,2010,240,SCH,5.251
2010-08-28,2010,240,HAI,5.502
2010-08-28,2010,240,ALB,3.053
2010-08-29,2010,241,SCH,2.837
2010-08-29,2010,241,HAI,2.837
2010-08-29,2010,241,ALB,3.391
2010-08-30,2010,242,SCH,2.123
2010-08-30,2010,242,HAI,4.604
2010-08-30,2010,242,ALB,1.074
2010-08-31,2010,243,SCH,6.861
2010-08-31,2010,243,HAI,7.827
2010-08-31,2010,243,ALB,6.363
2010-09-01,2010,244,SCH,4.173
2010-09-01,2010,244,HAI,2.885
2010-09-01,2010,244,ALB,6.817
2010-09-02,2010,245,SCH,4.362
2010-09-02,2010,245,HAI,3.138
2010-09-02,2010,245,ALB,9.097
2010-09-03,2010,246,SCH,7.039
2010-09-03,2010,246,HAI,4.694
2010-09-03,2010,246,ALB,6.042
2010-09-04,2010,247,SCH,5.092
2010-09-04,2010,247,HAI,6.593
2010-09-04,2010,247,ALB,6.282
2010-09-05,2010,248,SCH,7.655
2010-09-05,2010,248,HAI,6.137
2010-09-05,2010,248,ALB,7.302
2010-09-06,2010,249,SCH,7.035
2010-09-06,2010,249,HAI,7.442
2010-09-06,2010,249,ALB,9.301
2010-09-07,2010,250,SCH,3.429
2010-09-07,2010,250,HAI,3.687
2010-09-07,2010,250,ALB,1.652
2010-09-08,2010,251,SCH,5.262
2010-09-08,2010,251,HAI,2.396
2010-09-08,2010,251,ALB,1.904
2010-09-09,2010,252,SCH,0.726
2010-09-09,2010,252,HAI,1.485
2010-09-09,2010,252,ALB,4.107
2010-09-10,2010,253,SCH,4.239
2010-09-10,2010,253,HAI,5.805
2010-09-10,2010,253,ALB,6.388
2010-09-11,2010,254,SCH,6.647
2010-09-11,2010,254,HAI,6.99
2010-09-11,2010,254,ALB,7.277
2010-09-12,2010,255,SCH,7.097
2010-09-12,2010,255,HAI,5.252
2010-09-12,2010,255,ALB,8.043
2010-09-13,2010,256,SCH,1.06
2010-09-13,2010,256,HAI,4.161
2010-09-13,2010,256,ALB,4.269
2010-09-14,2010,257,SCH,1.431
2010-09-14,2010,257,HAI,1.478
2010-09-14,2010,257,ALB,3.664
2010-09-15,2010,258,SCH,4.211
2010-09-15,2010,258,HAI,5.842
2010-09-15,2010,258,ALB,1.096
2010-09-16,2010,259,SCH,4.913
2010-09-16,2010,259,HAI,2.668
2010-09-16,2010,259,ALB,6.167
2010-09-17,2010,260,SCH,5.165
2010-09-17,2010,260,HAI,4.051
2010-09-17,2010,260,ALB,6.267
2010-09-18,2010,261,SCH,2.967
2010-09-18,2010,261,HAI,2.996
2010-09-18,2010,261,ALB,6.189
2010-09-19,2010,262,SCH,5.372
2010-09-19,2010,262,HAI,6.213
2010-09-19,2010,262,ALB,7.379
2010-09-20,2010,263,SCH,2.621
2010-09-20,2010,263,HAI,4.705
2010-09-20,2010,263,ALB,8.04
2010-09-21,2010,264,SCH,3.926
2010-09-21,2010,264,HAI,6.006
2010-09-21,2010,264,ALB,7.745
2010-09-22,2010,265,SCH,6.881
2010-09-22,2010,265,HAI,7.248
2010-09-22,2010,265,ALB,7.851
2010-09-23,2010,266,SCH,6.934
2010-09-23,2010,266,HAI,7.209
2010-09-23,2010,266,ALB,7.068
2010-09-24,2010,267,SCH,6.483
2010-09-24,2010,267,HAI,3.494
2010-09-24,2010,267,ALB,3.291
2010-09-25,2010,268,SCH,1.028
2010-09-25,2010,268,HAI,1.165
2010-09-25,2010,268,ALB,0.838
2010-09-26,2010,269,SCH,2.826
2010-09-26,2010,269,HAI,2.448
2010-09-26,2010,269,ALB,2.27
2010-09-27,2010,270,SCH,0.701
2010-09-27,2010,270,HAI,0.912
2010-09-27,2010,270,ALB,6.076
2010-09-28,2010,271,SCH,0.952
2010-09-28,2010,271,HAI,1.625
2010-09-28,2010,271,ALB,1.937
2010-09-29,2010,272,SCH,1.866
2010-09-29,2010,272,HAI,1.088
2010-09-29,2010,272,ALB,2.17
2010-09-30,2010,273,SCH,5.315
2010-09-30,2010,273,HAI,2.683
2010-09-30,2010,273,ALB,1.715
2010-10-01,2010,274,SCH,3.311
2010-10-01,2010,274,HAI,2.952
2010-10-01,2010,274,ALB,4.431
2010-10-02,2010,275,SCH,4.722
2010-10-02,2010,275,HAI,0.618
2010-10-02,2010,275,ALB,3.133
2010-10-03,2010,276,SCH,5.156
2010-10-03,2010,276,HAI,5.447
2010-10-03,2010,276,ALB,6.419
2010-10-04,2010,277,SCH,5.56
2010-10-04,2010,277,HAI,5.641
2010-10-04,2010,277,ALB,6.571
2010-10-05,2010,278,SCH,2.933
2010-10-05,2010,278,HAI,4.84
2010-10-05,2010,278,ALB,1.302
2010-10-06,2010,279,SCH,3.05
2010-10-06,2010,279,HAI,5.792
2010-10-06,2010,279,ALB,5.877
2010-10-07,2010,280,SCH,3.019
2010-10-07,2010,280,HAI,4.312
2010-10-07,2010,280,ALB,2.934
2010-10-08,2010,281,SCH,3.164
2010-10-08,2010,281,HAI,4.615
2010-10-08,2010,281,ALB,1.17
2010-10-09,2010,282,SCH,4.231
2010-10-09,2010,282,HAI,5.661
2010-10-09,2010,282,ALB,1.685
2010-10-10,2010,283,SCH,5.13
2010-10-10,2010,283,HAI,5.502
2010-10-10,2010,283,ALB,6.061
2010-10-11,2010,284,SCH,2.825
2010-10-11,2010,284,HAI,5.594
2010-10-11,2010,284,ALB,6.259
2010-10-12,2010,285,SCH,4.003
2010-10-12,2010,285,HAI,1.872
2010-10-12,2010,285,ALB,5.44
2010-10-13,2010,286,SCH,4.589
2010-10-13,2010,286,HAI,3.421
2010-10-13,2010,286,ALB,5.178
2010-10-14,2010,287,SCH,1.469
2010-10-14,2010,287,HAI,3.847
2010-10-14,2010,287,ALB,3.515
2010-10-15,2010,288,SCH,2.169
2010-10-15,2010,288,HAI,1.235
2010-10-15,2010,288,ALB,0.706
2010-10-16,2010,289,SCH,0.65
2010-10-16,2010,289,HAI,0.632
2010-10-16,2010,289,ALB,0.805
2010-10-17,2010,290,SCH,1.33
2010-10-17,2010,290,HAI,2.044
2010-10-17,2010,290,ALB,0.976
2010-10-18,2010,291,SCH,3.859
2010-10-18,2010,291,HAI,4.379
2010-10-18,2010,291,ALB,1.451
2010-10-19,2010,292,SCH,0.459
2010-10-19,2010,292,HAI,0.537
2010-10-19,2010,292,ALB,1.659
2010-10-20,2010,293,SCH,1.524
2010-10-20,2010,293,HAI,1.964
2010-10-20,2010,293,ALB,1.71
2010-10-21,2010,294,SCH,0.756
2010-10-21,2010,294,HAI,1.264
2010-10-21,2010,294,ALB,2.686
2010-10-22,2010,295,SCH,0.848
2010-10-22,2010,295,HAI,2.517
2010-10-22,2010,295,ALB,1.965
2010-10-23,2010,296,SCH,3.358
2010-10-23,2010,296,HAI,2.088
2010-10-23,2010,296,ALB,1.81
2010-10-24,2010,297,SCH,0.833
2010-10-24,2010,297,HAI,2.392
2010-10-24,2010,297,ALB,1.236
2010-10-25,2010,298,SCH,2.969
2010-10-25,2010,298,HAI,1.951
2010-10-25,2010,298,ALB,1.361
2010-10-26,2010,299,SCH,2.884
2010-10-26,2010,299,HAI,2.309
2010-10-26,2010,299,ALB,4.048
2010-10-27,2010,300,SCH,0.985
2010-10-27,2010,300,HAI,0.763
2010-10-27,2010,300,ALB,4.037
2010-10-28,2010,301,SCH,0.908
2010-10-28,2010,301,HAI,2.311
2010-10-28,2010,301,ALB,3.443
2010-10-29,2010,302,SCH,2.015
2010-10-29,2010,302,HAI,3.253
2010-10-29,2010,302,ALB,4.005
2010-10-30,2010,303,SCH,2.659
2010-10-30,2010,303,HAI,0.521
2010-10-30,2010,303,ALB,2.007
2010-10-31,2010,304,SCH,1.068
2010-10-31,2010,304,HAI,3.218
2010-10-31,2010,304,ALB,3.128
2010-11-01,2010,305,SCH,1.089
2010-11-01,2010,305,HAI,1.238
2010-11-01,2010,305,ALB,2.04
2010-11-02,2010,306,SCH,0.365
2010-11-02,2010,306,HAI,0.502
2010-11-02,2010,306,ALB,0.75
2010-11-03,2010,307,SCH,0.514
2010-11-03,2010,307,HAI,0.393
2010-11-03,2010,307,ALB,2.661
2010-11-04,2010,308,SCH,0.369
2010-11-04,2010,308,HAI,0.667
2010-11-04,2010,308,ALB,2.608
2010-11-05,2010,309,SCH,0.849
2010-11-05,2010,309,HAI,0.527
2010-11-05,2010,309,ALB,2.377
2010-11-06,2010,310,SCH,1.021
2010-11-06,2010,310,HAI,0.399
2010-11-06,2010,310,ALB,0.655
2010-11-07,2010,311,SCH,1.257
2010-11-07,2010,311,HAI,0.459
2010-11-07,2010,311,ALB,0.411
2010-11-08,2010,312,SCH,0.328
2010-11-08,2010,312,HAI,0.351
2010-11-08,2010,312,ALB,0.879
2010-11-09,2010,313,SCH,0.476
2010-11-09,2010,313,HAI,0.674
2010-11-09,2010,313,ALB,3.319
2010-11-10,2010,314,SCH,1.259
2010-11-10,2010,314,HAI,0.601
2010-11-10,2010,314,ALB,2.167
2010-11-11,2010,315,SCH,0.688
2010-11-11,2010,315,HAI,1.299
2010-11-11,2010,315,ALB,2.447
2010-11-12,2010,316,SCH,0.205
2010-11-12,2010,316,HAI,1.575
2010-11-12,2010,316,ALB,1.982
2010-11-13,2010,317,SCH,0.611
2010-11-13,2010,317,HAI,0.307
2010-11-13,2010,317,ALB,1.49
2010-11-14,2010,318,SCH,0.856
2010-11-14,2010,318,HAI,2.745
2010-11-14,2010,318,ALB,2.43
2010-11-15,2010,319,SCH,1.632
2010-11-15,2010,319,HAI,0.632
2010-11-15,2010,319,ALB,0.546
2010-11-16,2010,320,SCH,0.22
2010-11-16,2010,320,HAI,0.584
2010-11-16,2010,320,ALB,0.231
2010-11-17,2010,321,SCH,0.352
2010-11-17,2010,321,HAI,0.255
2010-11-17,2010,321,ALB,0.356
2010-11-18,2010,322,SCH,0.141
2010-11-18,2010,322,HAI,0.267
2010-11-18,2010,322,ALB,0.802
2010-11-19,2010,323,SCH,0.721
2010-11-19,2010,323,HAI,1.286
2010-11-19,2010,323,ALB,1.329
2010-11-20,2010,324,SCH,0.493
2010-11-20,2010,324,HAI,0.878
2010-11-20,2010,324,ALB,1.921
2010-11-21,2010,325,SCH,0.583
2010-11-21,2010,325,HAI,0.702
2010-11-21,2010,325,ALB,0.229
2010-11-22,2010,326,SCH,0.198
2010-11-22,2010,326,HAI,0.171
2010-11-22,2010,326,ALB,0.494
2010-11-23,2010,327,SCH,0.387
2010-11-23,2010,327,HAI,0.293
2010-11-23,2010,327,ALB,0.199
2010-11-24,2010,328,SCH,0.332
2010-11-24,2010,328,HAI,0.937
2010-11-24,2010,328,ALB,0.215
2010-11-25,2010,329,SCH,1.287
2010-11-25,2010,329,HAI,0.508
