year,plotID,TotalGrazing,StartGrazingPeriod1,StartGrazingPeriod2,StartGrazingPeriod3,StartGrazingPeriod4,DayGrazing1,DayGrazing2,DayGrazing3,DayGrazing4,GrazingIntensity1,GrazingIntensity2,GrazingIntensity3,GrazingIntensity4
2020,SEG50,170.5199,153,183,245,,29,17,55,0,3.095,0.954,1.174,NaN
2021,SEG50,0.0,245,,,,0,0,0,0,2.857,NaN,NaN,NaN
2006,SEG06,83.6892,,,,,10,0,0,0,NaN,NaN,NaN,NaN
2007,SEG06,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,SEG06,31.3441,,,,,9,0,0,0,NaN,NaN,NaN,NaN
2009,SEG06,329.4107,92,,,,39,0,0,0,NaN,NaN,NaN,NaN
2010,SEG06,413.3482,122,122,153,214,9,12,12,14,8.795,8.795,8.795,8.795
2011,SEG06,368.8751,61,153,245,275,18,17,19,23,7.429,8.482,3.01,1.468
2012,SEG06,310.5357,122,153,245,,11,13,13,0,8.393,8.393,8.393,NaN
2013,SEG06,258.2143,92,153,214,245,4,13,15,13,7.643,7.643,1.929,7.643
2014,SEG06,238.0575,122,214,245,306,26,24,50,19,2.056,2.098,2.056,1.656
2015,SEG06,238.6267,92,122,183,275,11,6,15,7,6.213,6.127,6.307,5.56
2016,SEG06,235.4933,92,153,183,245,11,14,4,15,5.647,5.733,5.753,4.673
2017,SEG06,373.1,122,153,214,275,20,17,11,8,6.333,7.073,7.093,6.02
2018,SEG06,253.0933,122,153,183,275,12,9,11,8,6.067,6.313,6.42,6.607
2019,SEG06,220.7667,92,183,245,245,12,7,8,12,5.073,6.38,6.233,5.447
2020,SEG06,514.52,61,153,245,275,24,49,15,6,4.52,4.85,8.59,6.59
2021,SEG06,145.115,92,214,,,34,25,0,0,2.36,2.595,NaN,NaN
2006,SEG07,122.3103,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2007,SEG07,122.3103,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2008,SEG07,484.6154,,,,,45,0,0,0,NaN,NaN,NaN,NaN
2009,SEG07,366.1538,122,,,,28,0,0,0,NaN,NaN,NaN,NaN
2010,SEG07,471.6923,153,275,,,21,21,0,0,11.231,11.231,NaN,NaN
2011,SEG07,615.3846,122,,,,50,0,0,0,12.308,NaN,NaN,NaN
2012,SEG07,588.2077,122,306,,,50,14,0,0,10.769,3.553,NaN,NaN
2013,SEG07,387.6923,153,183,214,,18,10,14,0,9.231,9.231,9.231,NaN
2014,SEG07,178.6923,153,,,,23,0,0,0,7.769,NaN,NaN,NaN
2015,SEG07,304.8184,153,214,306,,24,18,14,0,6.538,6.538,2.157,NaN
2016,SEG07,224.9534,61,153,214,275,27,14,6,21,0.916,7.862,7.862,2.047
2017,SEG07,284.3615,92,183,183,275,13,16,18,21,1.3,5.769,3.0,5.769
2018,SEG07,199.9385,183,306,,,22,8,0,0,6.554,6.969,NaN,NaN
2019,SEG07,201.0462,183,,,,27,0,0,0,7.446,NaN,NaN,NaN
2020,SEG07,236.5385,183,,,,41,0,0,0,5.769,NaN,NaN,NaN
2021,SEG07,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,SEG08,28.0,,,,,20,0,0,0,1.4,NaN,NaN,NaN
2007,SEG08,28.0,,,,,20,0,0,0,1.4,NaN,NaN,NaN
2008,SEG08,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,SEG08,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,SEG08,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,SEG08,45.2148,,,,,10,0,0,0,4.521,NaN,NaN,NaN
2012,SEG08,43.6019,214,,,,23,0,0,0,1.896,NaN,NaN,NaN
2013,SEG08,42.2005,,,,,8,8,0,0,2.638,2.638,NaN,NaN
2014,SEG08,406.9631,92,122,,,17,137,0,0,2.562,2.653,NaN,NaN
2015,SEG08,196.7747,122,214,275,,17,31,20,0,2.894,2.894,2.894,NaN
2016,SEG08,319.0618,153,214,245,,11,8,46,0,12.059,12.059,1.955,NaN
2017,SEG08,461.7353,153,214,214,,18,7,9,0,13.235,14.118,13.853,NaN
2018,SEG08,479.3798,122,183,245,245,22,10,4,11,15.882,6.714,6.857,3.218
2019,SEG08,191.4637,153,,,,84,0,0,0,2.279,NaN,NaN,NaN
2020,SEG08,627.3047,122,214,,,92,67,0,0,3.945,3.945,NaN,NaN
2021,SEG08,369.776,153,,,,121,0,0,0,3.056,NaN,NaN,NaN
2006,SEG09,317.2891,,,,,56,0,0,0,NaN,NaN,NaN,NaN
2007,SEG09,141.4597,,,,,56,0,0,0,NaN,NaN,NaN,NaN
2008,SEG09,103.5071,,,,,48,0,0,0,NaN,NaN,NaN,NaN
2009,SEG09,546.0,61,,,,63,0,0,0,NaN,NaN,NaN,NaN
2010,SEG09,162.6857,153,214,,,13,5,0,0,9.038,9.038,NaN,NaN
2011,SEG09,508.1487,92,214,245,306,53,11,74,28,8.981,0.895,0.225,0.201
2012,SEG09,623.7549,1,92,214,275,9,30,22,20,0.201,8.638,8.638,8.638
2013,SEG09,520.0,92,,,,60,0,0,0,8.667,NaN,NaN,NaN
2014,SEG09,457.4429,92,153,245,275,22,38,15,19,5.014,5.3,4.486,4.129
2015,SEG09,427.0714,92,153,183,275,19,11,30,18,5.25,5.636,5.793,5.086
2016,SEG09,468.6429,92,122,183,245,7,28,31,20,5.5,5.986,7.686,1.214
2017,SEG09,293.6621,92,183,245,275,16,15,14,26,5.9,5.779,5.157,1.553
2018,SEG09,421.1857,122,153,245,306,17,26,20,13,4.557,7.25,4.186,5.5
2019,SEG09,705.0769,92,122,214,306,22,37,26,5,6.392,8.077,8.985,6.4
2020,SEG09,438.8154,122,183,245,275,29,30,9,6,6.154,6.638,2.954,5.769
2021,SEG09,602.1538,92,214,245,275,76,31,21,41,3.685,3.869,2.238,3.785
