year,plotID,TotalGrazing,StartGrazingPeriod1,StartGrazingPeriod2,StartGrazingPeriod3,StartGrazingPeriod4,DayGrazing1,DayGrazing2,DayGrazing3,DayGrazing4,GrazingIntensity1,GrazingIntensity2,GrazingIntensity3,GrazingIntensity4
2006,AEG29,50.3683,,,,,14,0,0,0,NaN,NaN,NaN,NaN
2007,AEG29,50.3683,,,,,14,0,0,0,NaN,NaN,NaN,NaN
2008,AEG29,50.3683,,,,,14,0,0,0,NaN,NaN,NaN,NaN
2009,AEG29,76.1473,245,,,,21,0,0,0,NaN,NaN,NaN,NaN
2010,AEG29,66.034,245,,,,21,0,0,0,3.144,NaN,NaN,NaN
2011,AEG29,209.1433,245,275,,,33,37,0,0,4.306,1.812,NaN,NaN
2012,AEG29,125.3452,245,306,,,30,15,0,0,3.598,1.161,NaN,NaN
2013,AEG29,167.6767,245,245,275,,15,12,33,0,4.249,4.589,1.481,NaN
2014,AEG29,87.4771,245,,,,58,0,0,0,1.508,NaN,NaN,NaN
2015,AEG29,113.3144,245,,,,20,0,0,0,5.666,NaN,NaN,NaN
2016,AEG29,58.6721,245,245,275,,7,21,9,0,3.428,1.106,1.272,NaN
2017,AEG29,222.4363,153,275,,,44,5,0,0,4.476,5.099,NaN,NaN
2018,AEG29,182.6176,214,275,,,38,5,0,0,4.589,1.645,NaN,NaN
2019,AEG29,60.7004,275,275,,,15,15,0,0,3.059,0.987,NaN,NaN
2020,AEG29,100.6544,214,245,275,,9,34,24,0,3.428,1.272,1.106,NaN
2021,AEG29,71.8827,214,245,,,10,34,0,0,3.428,1.106,NaN,NaN
2006,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG03,33.8409,275,,,,2,0,0,0,16.92,NaN,NaN,NaN
2013,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG03,10.9983,275,,,,1,0,0,0,10.998,NaN,NaN,NaN
2015,AEG03,20.3046,275,,,,2,0,0,0,10.152,NaN,NaN,NaN
2016,AEG03,23.6887,275,,,,2,0,0,0,11.844,NaN,NaN,NaN
2017,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG03,13.5364,275,,,,2,0,0,0,6.768,NaN,NaN,NaN
2020,AEG03,13.5364,275,,,,2,0,0,0,6.768,NaN,NaN,NaN
2021,AEG03,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG30,124.0876,,,,,2,0,0,0,NaN,NaN,NaN,NaN
2007,AEG30,124.0876,,,,,2,0,0,0,NaN,NaN,NaN,NaN
2008,AEG30,124.0876,,,,,2,0,0,0,NaN,NaN,NaN,NaN
2009,AEG30,248.1752,92,,,,4,0,0,0,NaN,NaN,NaN,NaN
2010,AEG30,254.0146,92,,,,4,0,0,0,63.504,NaN,NaN,NaN
2011,AEG30,218.9781,122,245,275,,2,3,1,0,51.095,21.898,51.095,NaN
2012,AEG30,277.3723,122,245,275,,2,3,1,0,36.496,51.095,51.095,NaN
2013,AEG30,321.1679,122,245,275,,3,3,1,0,43.796,47.445,47.445,NaN
2014,AEG30,100.7299,275,,,,2,0,0,0,50.365,NaN,NaN,NaN
2015,AEG30,125.1825,275,306,,,15,1,0,0,4.745,54.015,NaN,NaN
2016,AEG30,31.9797,245,,,,7,0,0,0,4.569,NaN,NaN,NaN
2017,AEG30,17.0558,245,,,,14,0,0,0,1.218,NaN,NaN,NaN
2018,AEG30,76.1421,306,,,,5,0,0,0,15.228,NaN,NaN,NaN
2019,AEG30,36.5482,245,,,,10,0,0,0,3.655,NaN,NaN,NaN
2020,AEG30,51.4721,245,,,,13,0,0,0,3.959,NaN,NaN,NaN
2021,AEG30,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG31,59.5794,,,,,3,0,0,0,NaN,NaN,NaN,NaN
2007,AEG31,59.5794,,,,,3,0,0,0,NaN,NaN,NaN,NaN
2008,AEG31,59.5794,,,,,3,0,0,0,NaN,NaN,NaN,NaN
2009,AEG31,99.2991,92,,,,5,0,0,0,NaN,NaN,NaN,NaN
2010,AEG31,317.5182,92,,,,5,0,0,0,63.504,NaN,NaN,NaN
2011,AEG31,147.1963,122,245,275,,5,7,1,0,16.355,7.009,16.355,NaN
2012,AEG31,200.9346,122,245,275,,6,7,1,0,11.682,16.355,16.355,NaN
2013,AEG31,190.4206,122,245,275,,6,6,1,0,14.019,15.187,15.187,NaN
2014,AEG31,96.729,275,,,,6,0,0,0,16.121,NaN,NaN,NaN
2015,AEG31,121.028,306,,,,7,0,0,0,17.29,NaN,NaN,NaN
2016,AEG31,294.3925,275,,,,14,0,0,0,21.028,NaN,NaN,NaN
2017,AEG31,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG31,63.0841,275,,,,9,0,0,0,7.009,NaN,NaN,NaN
2019,AEG31,57.243,306,,,,7,0,0,0,8.178,NaN,NaN,NaN
2020,AEG31,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG31,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG32,36.4078,,,,,7,0,0,0,NaN,NaN,NaN,NaN
2007,AEG32,35.3675,,,,,6,0,0,0,NaN,NaN,NaN,NaN
2008,AEG32,41.2621,,,,,7,0,0,0,NaN,NaN,NaN,NaN
2009,AEG32,41.2621,122,,,,7,0,0,0,NaN,NaN,NaN,NaN
2010,AEG32,59.57,122,153,,,2,7,0,0,8.669,6.033,NaN,NaN
2011,AEG32,64.9445,92,183,275,,2,5,3,0,6.935,5.201,8.356,NaN
2012,AEG32,145.0381,122,183,275,,3,12,3,0,7.181,8.294,7.989,NaN
2013,AEG32,112.6214,122,183,306,,4,10,1,0,7.282,7.601,7.49,NaN
2014,AEG32,77.2538,92,183,275,,2,6,2,0,7.628,7.975,7.074,NaN
2015,AEG32,60.8877,92,214,336,,2,5,1,0,5.895,8.183,8.183,NaN
2016,AEG32,59.7781,92,153,306,,1,12,2,0,4.854,3.537,6.241,NaN
2017,AEG32,35.2288,92,214,275,,1,2,6,0,4.161,3.571,3.988,NaN
2018,AEG32,19.5908,92,306,,,2,3,0,0,4.022,3.849,NaN,NaN
2019,AEG32,24.2718,92,275,,,2,4,0,0,4.161,3.988,NaN,NaN
2020,AEG32,51.3176,92,275,,,6,5,0,0,4.508,4.854,NaN,NaN
2021,AEG32,24.1678,92,275,,,6,5,0,0,2.15,2.254,NaN,NaN
2006,AEG33,77.6197,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2007,AEG33,323.4153,,,,,25,0,0,0,NaN,NaN,NaN,NaN
2008,AEG33,323.4153,,,,,25,0,0,0,NaN,NaN,NaN,NaN
2009,AEG33,109.9612,92,,,,17,0,0,0,NaN,NaN,NaN,NaN
2010,AEG33,185.9638,92,,,,23,0,0,0,8.085,NaN,NaN,NaN
2011,AEG33,169.793,92,,,,21,0,0,0,8.085,NaN,NaN,NaN
2012,AEG33,169.793,92,,,,21,0,0,0,8.085,NaN,NaN,NaN
2013,AEG33,169.793,92,,,,21,0,0,0,8.085,NaN,NaN,NaN
2014,AEG33,138.163,92,,,,16,0,0,0,8.635,NaN,NaN,NaN
2015,AEG33,64.0362,92,,,,9,0,0,0,7.115,NaN,NaN,NaN
2016,AEG33,52.0699,92,,,,7,0,0,0,7.439,NaN,NaN,NaN
2017,AEG33,34.7671,92,,,,5,0,0,0,6.953,NaN,NaN,NaN
2018,AEG33,51.7464,153,275,,,4,4,0,0,6.468,6.468,NaN,NaN
2019,AEG33,47.8655,122,153,275,,1,4,3,0,2.587,6.468,6.468,NaN
2020,AEG33,44.793,122,153,,,1,7,0,0,2.911,5.983,NaN,NaN
2021,AEG33,40.7503,122,183,,,3,6,0,0,3.234,5.175,NaN,NaN
2006,AEG34,56.8182,,,,,5,0,0,0,NaN,NaN,NaN,NaN
2007,AEG34,90.1515,,,,,7,0,0,0,NaN,NaN,NaN,NaN
2008,AEG34,128.7879,,,,,10,0,0,0,NaN,NaN,NaN,NaN
2009,AEG34,128.7879,122,,,,10,0,0,0,NaN,NaN,NaN,NaN
2010,AEG34,111.2121,122,153,,,1,7,0,0,18.939,13.182,NaN,NaN
2011,AEG34,213.4242,92,153,183,,1,3,9,0,15.152,11.364,18.242,NaN
2012,AEG34,218.8485,92,122,275,,1,12,3,0,12.121,12.864,17.455,NaN
2013,AEG34,164.1818,92,122,306,,2,6,2,0,15.909,16.606,16.364,NaN
2014,AEG34,180.303,92,153,275,,2,10,1,0,14.394,13.485,16.667,NaN
2015,AEG34,158.9394,92,153,214,,2,3,5,0,12.879,17.879,15.909,NaN
2016,AEG34,68.7879,92,245,306,,1,4,2,0,10.606,7.727,13.636,NaN
2017,AEG34,68.2576,92,245,275,,1,2,5,0,9.091,7.803,8.712,NaN
2018,AEG34,58.0303,92,214,275,,1,2,4,0,8.788,7.803,8.409,NaN
2019,AEG34,78.7879,92,306,,,3,4,0,0,6.061,15.152,NaN,NaN
2020,AEG34,75.0,92,153,,,2,5,0,0,5.303,12.879,NaN,NaN
2021,AEG34,80.303,122,153,,,2,6,0,0,6.061,11.364,NaN,NaN
2006,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG35,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG36,28.5892,275,,,,4,0,0,0,7.147,NaN,NaN,NaN
2013,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG36,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG37,45.7252,275,,,,3,0,0,0,15.242,NaN,NaN,NaN
2013,AEG37,29.2621,275,,,,2,0,0,0,14.631,NaN,NaN,NaN
2014,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG37,25.0627,275,,,,2,0,0,0,12.531,NaN,NaN,NaN
2021,AEG37,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG38,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG38,31.25,275,,,,2,0,0,0,15.625,NaN,NaN,NaN
2006,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG39,25.4453,275,,,,2,0,0,0,12.723,NaN,NaN,NaN
2021,AEG39,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG04,110.7062,,,,,30,0,0,0,NaN,NaN,NaN,NaN
2007,AEG04,106.6059,,,,,30,0,0,0,NaN,NaN,NaN,NaN
2008,AEG04,106.6059,,,,,30,0,0,0,NaN,NaN,NaN,NaN
2009,AEG04,57.4032,275,,,,12,0,0,0,NaN,NaN,NaN,NaN
2010,AEG04,47.3804,245,,,,16,0,0,0,2.961,NaN,NaN,NaN
2011,AEG04,76.9932,214,245,,,6,20,0,0,2.961,2.961,NaN,NaN
2012,AEG04,168.7927,153,,,,57,0,0,0,2.961,NaN,NaN,NaN
2013,AEG04,100.6834,153,,,,34,0,0,0,2.961,NaN,NaN,NaN
2014,AEG04,119.1252,153,214,,,32,16,0,0,2.87,1.705,NaN,NaN
2015,AEG04,104.787,183,245,,,41,0,0,0,2.556,NaN,NaN,NaN
2016,AEG04,74.9559,183,245,,,8,25,0,0,3.28,1.949,NaN,NaN
2017,AEG04,152.132,153,245,,,34,14,0,0,3.417,2.568,NaN,NaN
2018,AEG04,123.0068,153,214,,,11,25,0,0,3.417,3.417,NaN,NaN
2019,AEG04,77.6129,183,183,275,,19,8,11,0,2.46,1.849,1.461,NaN
2020,AEG04,115.338,183,245,,,47,17,0,0,2.05,1.117,NaN,NaN
2021,AEG04,48.8527,183,245,,,6,30,0,0,2.187,1.191,NaN,NaN
2006,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG40,318.1818,275,306,,,35,0,0,0,NaN,NaN,NaN,NaN
2010,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG40,68.1818,275,,,,1,0,0,0,68.182,NaN,NaN,NaN
2019,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG40,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG40,69.75,1,,,,31,0,0,0,2.25,NaN,NaN,NaN
2006,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG41,25.974,275,,,,2,0,0,0,12.987,NaN,NaN,NaN
2011,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG41,14.6382,245,,,,1,0,0,0,14.638,NaN,NaN,NaN
2013,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG41,32.4675,275,,,,5,0,0,0,6.494,NaN,NaN,NaN
2015,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG41,13.3581,275,,,,1,0,0,0,13.358,NaN,NaN,NaN
2019,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG41,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG42,354.3307,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2007,AEG42,354.3307,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2008,AEG42,354.3307,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2009,AEG42,226.7717,153,,,,40,0,0,0,NaN,NaN,NaN,NaN
2010,AEG42,85.0394,153,245,,,8,10,0,0,5.906,3.78,NaN,NaN
2011,AEG42,82.6772,275,,,,14,0,0,0,5.906,NaN,NaN,NaN
2012,AEG42,137.7953,214,306,,,14,7,0,0,7.087,5.512,NaN,NaN
2013,AEG42,200.7874,153,,,,34,0,0,0,5.906,NaN,NaN,NaN
2014,AEG42,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG42,28.3465,245,,,,4,0,0,0,7.087,NaN,NaN,NaN
2016,AEG42,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG42,65.6,245,,,,14,0,0,0,4.686,NaN,NaN,NaN
2018,AEG42,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG42,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG42,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG42,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG43,200.0,,,,,40,0,0,0,NaN,NaN,NaN,NaN
2007,AEG43,214.2857,,,,,40,0,0,0,NaN,NaN,NaN,NaN
2008,AEG43,214.2857,,,,,40,0,0,0,NaN,NaN,NaN,NaN
2009,AEG43,214.2857,122,,,,30,0,0,0,NaN,NaN,NaN,NaN
2010,AEG43,150.2857,153,275,,,8,14,0,0,6.286,7.143,NaN,NaN
2011,AEG43,201.4286,153,214,,,15,15,0,0,6.0,7.429,NaN,NaN
2012,AEG43,165.0,122,245,,,27,7,0,0,5.0,4.286,NaN,NaN
2013,AEG43,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG43,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG43,26.2857,153,183,,,4,2,0,0,5.143,2.857,NaN,NaN
2016,AEG43,71.6943,183,214,,,9,16,0,0,3.288,2.632,NaN,NaN
2017,AEG43,31.5789,214,,,,12,0,0,0,2.632,NaN,NaN,NaN
2018,AEG43,265.4386,153,,,,89,0,0,0,2.982,NaN,NaN,NaN
2019,AEG43,376.6667,122,214,245,,61,24,30,0,3.509,1.404,4.298,NaN
2020,AEG43,104.1096,122,,,,40,0,0,0,2.603,NaN,NaN,NaN
2021,AEG43,106.7123,122,,,,41,0,0,0,2.603,NaN,NaN,NaN
2006,AEG44,372.4138,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2007,AEG44,506.8966,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2008,AEG44,517.2414,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2009,AEG44,558.6207,,,,,54,0,0,0,NaN,NaN,NaN,NaN
2010,AEG44,504.3103,153,,,,45,0,0,0,11.207,NaN,NaN,NaN
2011,AEG44,194.8276,122,214,,,15,10,0,0,7.241,8.621,NaN,NaN
2012,AEG44,241.3793,153,,,,28,0,0,0,8.621,NaN,NaN,NaN
2013,AEG44,170.6897,153,,,,30,0,0,0,5.69,NaN,NaN,NaN
2014,AEG44,217.2414,153,,,,35,0,0,0,6.207,NaN,NaN,NaN
2015,AEG44,154.6552,153,,,,23,0,0,0,6.724,NaN,NaN,NaN
2016,AEG44,228.6207,153,,,,34,0,0,0,6.724,NaN,NaN,NaN
2017,AEG44,255.1724,153,,,,37,0,0,0,6.897,NaN,NaN,NaN
2018,AEG44,240.5172,153,214,,,10,20,0,0,7.672,8.19,NaN,NaN
2019,AEG44,192.303,122,183,275,,10,9,24,0,6.897,7.672,2.262,NaN
2020,AEG44,280.1724,153,,,,25,0,0,0,11.207,NaN,NaN,NaN
2021,AEG44,227.5862,153,,,,22,0,0,0,10.345,NaN,NaN,NaN
2006,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG45,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG45,31.9355,275,,,,15,0,0,0,2.129,NaN,NaN,NaN
2020,AEG45,97.9355,61,245,,,13,33,0,0,2.129,2.129,NaN,NaN
2021,AEG45,28.3871,275,,,,10,0,0,0,2.839,NaN,NaN,NaN
2006,AEG46,357.0772,,,,,105,0,0,0,NaN,NaN,NaN,NaN
2007,AEG46,286.7647,,,,,120,0,0,0,NaN,NaN,NaN,NaN
2008,AEG46,286.7647,,,,,120,0,0,0,NaN,NaN,NaN,NaN
2009,AEG46,458.8235,122,183,245,,160,0,0,0,NaN,NaN,NaN,NaN
2010,AEG46,292.5,,,,,117,0,0,0,2.5,NaN,NaN,NaN
2011,AEG46,283.3456,122,153,,,39,99,0,0,0.919,2.5,NaN,NaN
2012,AEG46,247.9779,122,183,,,32,89,0,0,1.103,2.39,NaN,NaN
2013,AEG46,400.3676,122,,,,121,0,0,0,3.309,NaN,NaN,NaN
2014,AEG46,268.8603,122,,,,71,0,0,0,3.787,NaN,NaN,NaN
2015,AEG46,315.4412,153,,,,88,0,0,0,3.585,NaN,NaN,NaN
2016,AEG46,276.011,122,,,,77,0,0,0,3.585,NaN,NaN,NaN
2017,AEG46,391.9118,122,,,,104,0,0,0,3.768,NaN,NaN,NaN
2018,AEG46,388.1434,122,,,,103,0,0,0,3.768,NaN,NaN,NaN
2019,AEG46,301.4706,122,,,,80,0,0,0,3.768,NaN,NaN,NaN
2020,AEG46,282.6287,122,,,,75,0,0,0,3.768,NaN,NaN,NaN
2021,AEG46,381.011,122,,,,147,0,0,0,2.592,NaN,NaN,NaN
2006,AEG47,225.5859,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2007,AEG47,54.6875,,,,,6,0,0,0,NaN,NaN,NaN,NaN
2008,AEG47,41.0156,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2009,AEG47,54.6875,122,,,,6,0,0,0,NaN,NaN,NaN,NaN
2010,AEG47,69.2708,122,,,,7,0,0,0,9.896,NaN,NaN,NaN
2011,AEG47,75.5208,122,,,,8,0,0,0,9.44,NaN,NaN,NaN
2012,AEG47,76.0417,122,,,,8,0,0,0,9.505,NaN,NaN,NaN
2013,AEG47,73.6003,122,,,,7,0,0,0,10.514,NaN,NaN,NaN
2014,AEG47,86.4583,122,,,,8,0,0,0,10.807,NaN,NaN,NaN
2015,AEG47,124.4531,122,,,,9,0,0,0,13.828,NaN,NaN,NaN
2016,AEG47,96.4062,122,245,,,7,2,0,0,12.201,5.501,NaN,NaN
2017,AEG47,106.7188,122,245,,,8,2,0,0,11.94,5.599,NaN,NaN
2018,AEG47,94.0104,122,245,,,7,2,0,0,11.784,5.762,NaN,NaN
2019,AEG47,82.2917,122,245,,,6,2,0,0,11.719,5.99,NaN,NaN
2020,AEG47,66.7318,122,245,,,5,2,0,0,10.742,6.51,NaN,NaN
