explo,date,year,doy,PET
HAI,2008-01-12,2008,12,0.7
SCH,2008-01-13,2008,13,0.4
ALB,2008-01-13,2008,13,0.1
HAI,2008-01-13,2008,13,0.3
SCH,2008-01-14,2008,14,0.3
ALB,2008-01-14,2008,14,0.0
HAI,2008-01-14,2008,14,0.4
SCH,2008-01-15,2008,15,0.7
ALB,2008-01-15,2008,15,0.1
HAI,2008-01-15,2008,15,0.8
SCH,2008-01-16,2008,16,0.5
ALB,2008-01-16,2008,16,0.4
HAI,2008-01-16,2008,16,0.9
SCH,2008-01-17,2008,17,0.2
ALB,2008-01-17,2008,17,0.3
HAI,2008-01-17,2008,17,0.7
SCH,2008-01-18,2008,18,0.8
ALB,2008-01-18,2008,18,1.1
HAI,2008-01-18,2008,18,1.1
SCH,2008-01-19,2008,19,0.8
ALB,2008-01-19,2008,19,0.8
HAI,2008-01-19,2008,19,0.9
SCH,2008-01-20,2008,20,0.3
ALB,2008-01-20,2008,20,0.8
HAI,2008-01-20,2008,20,0.7
SCH,2008-01-21,2008,21,0.4
ALB,2008-01-21,2008,21,0.6
HAI,2008-01-21,2008,21,0.8
SCH,2008-01-22,2008,22,0.8
ALB,2008-01-22,2008,22,0.9
HAI,2008-01-22,2008,22,1.0
SCH,2008-01-23,2008,23,0.3
ALB,2008-01-23,2008,23,0.6
HAI,2008-01-23,2008,23,0.7
SCH,2008-01-24,2008,24,0.4
ALB,2008-01-24,2008,24,0.8
HAI,2008-01-24,2008,24,0.8
SCH,2008-01-25,2008,25,1.0
ALB,2008-01-25,2008,25,0.5
HAI,2008-01-25,2008,25,1.0
SCH,2008-01-26,2008,26,1.1
ALB,2008-01-26,2008,26,0.7
HAI,2008-01-26,2008,26,1.1
SCH,2008-01-27,2008,27,0.9
ALB,2008-01-27,2008,27,2.3
HAI,2008-01-27,2008,27,0.4
SCH,2008-01-28,2008,28,0.2
ALB,2008-01-28,2008,28,1.0
HAI,2008-01-28,2008,28,0.2
SCH,2008-01-29,2008,29,0.3
ALB,2008-01-29,2008,29,0.4
HAI,2008-01-29,2008,29,0.3
SCH,2008-01-30,2008,30,0.4
ALB,2008-01-30,2008,30,0.3
HAI,2008-01-30,2008,30,0.2
SCH,2008-01-31,2008,31,0.6
ALB,2008-01-31,2008,31,0.2
HAI,2008-01-31,2008,31,0.6
SCH,2008-02-01,2008,32,1.1
ALB,2008-02-01,2008,32,0.9
HAI,2008-02-01,2008,32,1.0
SCH,2008-02-02,2008,33,0.8
ALB,2008-02-02,2008,33,0.8
HAI,2008-02-02,2008,33,0.5
SCH,2008-02-03,2008,34,0.7
ALB,2008-02-03,2008,34,0.6
HAI,2008-02-03,2008,34,0.7
SCH,2008-02-04,2008,35,0.6
ALB,2008-02-04,2008,35,0.4
HAI,2008-02-04,2008,35,0.5
SCH,2008-02-05,2008,36,0.8
ALB,2008-02-05,2008,36,0.4
HAI,2008-02-05,2008,36,0.7
SCH,2008-02-06,2008,37,0.8
ALB,2008-02-06,2008,37,1.6
HAI,2008-02-06,2008,37,1.1
SCH,2008-02-07,2008,38,0.8
ALB,2008-02-07,2008,38,0.8
HAI,2008-02-07,2008,38,0.7
SCH,2008-02-08,2008,39,0.4
ALB,2008-02-08,2008,39,1.2
HAI,2008-02-08,2008,39,0.8
SCH,2008-02-09,2008,40,0.5
ALB,2008-02-09,2008,40,1.4
HAI,2008-02-09,2008,40,0.6
SCH,2008-02-10,2008,41,0.6
ALB,2008-02-10,2008,41,0.9
HAI,2008-02-10,2008,41,0.6
SCH,2008-02-11,2008,42,0.3
ALB,2008-02-11,2008,42,1.3
HAI,2008-02-11,2008,42,0.6
SCH,2008-02-12,2008,43,0.3
ALB,2008-02-12,2008,43,1.5
HAI,2008-02-12,2008,43,0.0
SCH,2008-02-13,2008,44,0.7
ALB,2008-02-13,2008,44,0.9
HAI,2008-02-13,2008,44,0.4
SCH,2008-02-14,2008,45,0.2
ALB,2008-02-14,2008,45,1.1
HAI,2008-02-14,2008,45,0.0
SCH,2008-02-15,2008,46,0.7
ALB,2008-02-15,2008,46,0.0
HAI,2008-02-15,2008,46,0.2
SCH,2008-02-16,2008,47,0.3
ALB,2008-02-16,2008,47,0.0
HAI,2008-02-16,2008,47,0.0
SCH,2008-02-17,2008,48,0.8
ALB,2008-02-17,2008,48,0.9
HAI,2008-02-17,2008,48,0.9
SCH,2008-02-18,2008,49,0.2
ALB,2008-02-18,2008,49,1.2
HAI,2008-02-18,2008,49,0.7
SCH,2008-02-19,2008,50,0.3
ALB,2008-02-19,2008,50,1.3
HAI,2008-02-19,2008,50,0.1
SCH,2008-02-20,2008,51,0.6
ALB,2008-02-20,2008,51,0.8
HAI,2008-02-20,2008,51,0.2
SCH,2008-02-21,2008,52,0.7
ALB,2008-02-21,2008,52,0.5
HAI,2008-02-21,2008,52,0.5
SCH,2008-02-22,2008,53,0.7
ALB,2008-02-22,2008,53,1.1
HAI,2008-02-22,2008,53,0.9
SCH,2008-02-23,2008,54,1.9
ALB,2008-02-23,2008,54,1.3
HAI,2008-02-23,2008,54,1.4
SCH,2008-02-24,2008,55,0.8
ALB,2008-02-24,2008,55,2.1
HAI,2008-02-24,2008,55,1.6
SCH,2008-02-25,2008,56,1.3
ALB,2008-02-25,2008,56,0.8
HAI,2008-02-25,2008,56,1.5
SCH,2008-02-26,2008,57,1.0
ALB,2008-02-26,2008,57,1.7
HAI,2008-02-26,2008,57,1.6
SCH,2008-02-27,2008,58,1.2
ALB,2008-02-27,2008,58,1.2
HAI,2008-02-27,2008,58,1.2
SCH,2008-02-28,2008,59,1.2
ALB,2008-02-28,2008,59,1.0
HAI,2008-02-28,2008,59,1.2
SCH,2008-02-29,2008,60,1.0
ALB,2008-02-29,2008,60,1.2
HAI,2008-02-29,2008,60,0.6
SCH,2008-03-01,2008,61,1.8
ALB,2008-03-01,2008,61,2.3
HAI,2008-03-01,2008,61,1.9
SCH,2008-03-02,2008,62,1.1
ALB,2008-03-02,2008,62,1.1
HAI,2008-03-02,2008,62,1.5
SCH,2008-03-03,2008,63,1.1
ALB,2008-03-03,2008,63,0.9
HAI,2008-03-03,2008,63,1.2
SCH,2008-03-04,2008,64,0.4
ALB,2008-03-04,2008,64,0.1
HAI,2008-03-04,2008,64,1.4
SCH,2008-03-05,2008,65,1.2
ALB,2008-03-05,2008,65,0.0
HAI,2008-03-05,2008,65,1.1
SCH,2008-03-06,2008,66,0.9
ALB,2008-03-06,2008,66,0.9
HAI,2008-03-06,2008,66,1.0
SCH,2008-03-07,2008,67,0.5
ALB,2008-03-07,2008,67,1.2
HAI,2008-03-07,2008,67,0.7
SCH,2008-03-08,2008,68,0.4
ALB,2008-03-08,2008,68,0.3
HAI,2008-03-08,2008,68,0.8
SCH,2008-03-09,2008,69,1.5
ALB,2008-03-09,2008,69,1.4
HAI,2008-03-09,2008,69,1.3
SCH,2008-03-10,2008,70,1.9
ALB,2008-03-10,2008,70,1.5
HAI,2008-03-10,2008,70,2.1
SCH,2008-03-11,2008,71,1.6
ALB,2008-03-11,2008,71,1.5
HAI,2008-03-11,2008,71,1.4
SCH,2008-03-12,2008,72,2.1
ALB,2008-03-12,2008,72,2.2
HAI,2008-03-12,2008,72,2.3
SCH,2008-03-13,2008,73,1.8
ALB,2008-03-13,2008,73,0.8
HAI,2008-03-13,2008,73,1.7
SCH,2008-03-14,2008,74,1.2
ALB,2008-03-14,2008,74,1.0
HAI,2008-03-14,2008,74,1.2
SCH,2008-03-15,2008,75,1.2
ALB,2008-03-15,2008,75,1.3
HAI,2008-03-15,2008,75,1.4
SCH,2008-03-16,2008,76,0.6
ALB,2008-03-16,2008,76,1.4
HAI,2008-03-16,2008,76,1.4
SCH,2008-03-17,2008,77,1.0
ALB,2008-03-17,2008,77,0.6
HAI,2008-03-17,2008,77,1.3
SCH,2008-03-18,2008,78,1.6
ALB,2008-03-18,2008,78,1.1
HAI,2008-03-18,2008,78,0.6
SCH,2008-03-19,2008,79,0.6
ALB,2008-03-19,2008,79,0.3
HAI,2008-03-19,2008,79,1.1
SCH,2008-03-20,2008,80,1.3
ALB,2008-03-20,2008,80,0.4
HAI,2008-03-20,2008,80,1.1
SCH,2008-03-21,2008,81,0.8
ALB,2008-03-21,2008,81,0.3
HAI,2008-03-21,2008,81,1.0
SCH,2008-03-22,2008,82,0.4
ALB,2008-03-22,2008,82,0.4
HAI,2008-03-22,2008,82,0.8
SCH,2008-03-23,2008,83,0.6
ALB,2008-03-23,2008,83,0.0
HAI,2008-03-23,2008,83,0.0
SCH,2008-03-24,2008,84,1.3
ALB,2008-03-24,2008,84,0.2
HAI,2008-03-24,2008,84,1.0
SCH,2008-03-25,2008,85,0.8
ALB,2008-03-25,2008,85,0.0
HAI,2008-03-25,2008,85,0.7
SCH,2008-03-26,2008,86,1.2
ALB,2008-03-26,2008,86,0.6
HAI,2008-03-26,2008,86,0.9
SCH,2008-03-27,2008,87,1.4
ALB,2008-03-27,2008,87,0.8
HAI,2008-03-27,2008,87,0.9
SCH,2008-03-28,2008,88,1.8
ALB,2008-03-28,2008,88,1.9
HAI,2008-03-28,2008,88,1.8
SCH,2008-03-29,2008,89,1.3
ALB,2008-03-29,2008,89,2.2
HAI,2008-03-29,2008,89,2.7
SCH,2008-03-30,2008,90,2.2
ALB,2008-03-30,2008,90,3.2
HAI,2008-03-30,2008,90,4.1
SCH,2008-03-31,2008,91,2.3
ALB,2008-03-31,2008,91,0.6
HAI,2008-03-31,2008,91,1.7
SCH,2008-04-01,2008,92,1.6
ALB,2008-04-01,2008,92,1.4
HAI,2008-04-01,2008,92,2.7
SCH,2008-04-02,2008,93,1.1
ALB,2008-04-02,2008,93,1.6
HAI,2008-04-02,2008,93,1.5
SCH,2008-04-03,2008,94,1.1
ALB,2008-04-03,2008,94,1.0
HAI,2008-04-03,2008,94,1.1
SCH,2008-04-04,2008,95,0.6
ALB,2008-04-04,2008,95,0.6
HAI,2008-04-04,2008,95,0.6
SCH,2008-04-05,2008,96,0.6
ALB,2008-04-05,2008,96,0.9
HAI,2008-04-05,2008,96,0.7
SCH,2008-04-06,2008,97,0.8
ALB,2008-04-06,2008,97,1.3
HAI,2008-04-06,2008,97,0.9
SCH,2008-04-07,2008,98,0.8
ALB,2008-04-07,2008,98,0.7
HAI,2008-04-07,2008,98,0.8
SCH,2008-04-08,2008,99,1.5
ALB,2008-04-08,2008,99,0.8
HAI,2008-04-08,2008,99,1.8
SCH,2008-04-09,2008,100,0.5
ALB,2008-04-09,2008,100,1.7
HAI,2008-04-09,2008,100,0.8
SCH,2008-04-10,2008,101,0.5
ALB,2008-04-10,2008,101,0.9
HAI,2008-04-10,2008,101,0.3
SCH,2008-04-11,2008,102,0.4
ALB,2008-04-11,2008,102,1.6
HAI,2008-04-11,2008,102,0.5
SCH,2008-04-12,2008,103,1.9
ALB,2008-04-12,2008,103,1.3
HAI,2008-04-12,2008,103,2.2
SCH,2008-04-13,2008,104,2.2
ALB,2008-04-13,2008,104,1.5
HAI,2008-04-13,2008,104,1.6
SCH,2008-04-14,2008,105,0.9
ALB,2008-04-14,2008,105,1.2
HAI,2008-04-14,2008,105,1.3
SCH,2008-04-15,2008,106,0.9
ALB,2008-04-15,2008,106,0.7
HAI,2008-04-15,2008,106,0.9
SCH,2008-04-16,2008,107,1.3
ALB,2008-04-16,2008,107,0.5
HAI,2008-04-16,2008,107,1.7
SCH,2008-04-17,2008,108,0.5
ALB,2008-04-17,2008,108,1.3
HAI,2008-04-17,2008,108,2.4
SCH,2008-04-18,2008,109,0.7
ALB,2008-04-18,2008,109,2.1
HAI,2008-04-18,2008,109,1.5
SCH,2008-04-19,2008,110,0.8
ALB,2008-04-19,2008,110,1.8
HAI,2008-04-19,2008,110,0.4
SCH,2008-04-20,2008,111,1.4
ALB,2008-04-20,2008,111,3.4
HAI,2008-04-20,2008,111,0.7
SCH,2008-04-21,2008,112,3.2
ALB,2008-04-21,2008,112,0.8
HAI,2008-04-21,2008,112,2.3
SCH,2008-04-22,2008,113,3.2
ALB,2008-04-22,2008,113,0.8
HAI,2008-04-22,2008,113,1.0
SCH,2008-04-23,2008,114,2.8
ALB,2008-04-23,2008,114,1.4
HAI,2008-04-23,2008,114,2.9
SCH,2008-04-24,2008,115,3.3
ALB,2008-04-24,2008,115,2.0
HAI,2008-04-24,2008,115,2.3
SCH,2008-04-25,2008,116,1.3
ALB,2008-04-25,2008,116,2.2
HAI,2008-04-25,2008,116,2.3
SCH,2008-04-26,2008,117,2.5
ALB,2008-04-26,2008,117,2.9
HAI,2008-04-26,2008,117,2.0
SCH,2008-04-27,2008,118,3.8
ALB,2008-04-27,2008,118,3.4
HAI,2008-04-27,2008,118,3.3
SCH,2008-04-28,2008,119,5.5
ALB,2008-04-28,2008,119,2.6
HAI,2008-04-28,2008,119,2.8
SCH,2008-04-29,2008,120,4.9
ALB,2008-04-29,2008,120,2.2
HAI,2008-04-29,2008,120,2.2
SCH,2008-04-30,2008,121,1.8
ALB,2008-04-30,2008,121,1.9
HAI,2008-04-30,2008,121,3.2
SCH,2008-05-01,2008,122,1.7
ALB,2008-05-01,2008,122,2.4
HAI,2008-05-01,2008,122,2.5
SCH,2008-05-02,2008,123,2.3
ALB,2008-05-02,2008,123,2.4
HAI,2008-05-02,2008,123,2.1
SCH,2008-05-03,2008,124,2.8
ALB,2008-05-03,2008,124,3.2
HAI,2008-05-03,2008,124,3.0
SCH,2008-05-04,2008,125,2.4
ALB,2008-05-04,2008,125,3.6
HAI,2008-05-04,2008,125,3.5
SCH,2008-05-05,2008,126,3.4
ALB,2008-05-05,2008,126,3.6
HAI,2008-05-05,2008,126,1.8
SCH,2008-05-06,2008,127,3.2
ALB,2008-05-06,2008,127,3.8
HAI,2008-05-06,2008,127,3.6
SCH,2008-05-07,2008,128,3.7
ALB,2008-05-07,2008,128,3.7
HAI,2008-05-07,2008,128,3.8
SCH,2008-05-08,2008,129,4.3
ALB,2008-05-08,2008,129,4.3
HAI,2008-05-08,2008,129,4.2
SCH,2008-05-09,2008,130,3.9
ALB,2008-05-09,2008,130,5.0
HAI,2008-05-09,2008,130,4.9
SCH,2008-05-10,2008,131,3.9
ALB,2008-05-10,2008,131,4.8
HAI,2008-05-10,2008,131,4.9
SCH,2008-05-11,2008,132,4.7
ALB,2008-05-11,2008,132,4.0
HAI,2008-05-11,2008,132,5.0
SCH,2008-05-12,2008,133,4.7
ALB,2008-05-12,2008,133,4.7
HAI,2008-05-12,2008,133,4.8
SCH,2008-05-13,2008,134,3.5
ALB,2008-05-13,2008,134,4.9
HAI,2008-05-13,2008,134,4.6
SCH,2008-05-14,2008,135,3.1
ALB,2008-05-14,2008,135,3.9
HAI,2008-05-14,2008,135,4.0
SCH,2008-05-15,2008,136,3.4
ALB,2008-05-15,2008,136,2.2
HAI,2008-05-15,2008,136,2.4
SCH,2008-05-16,2008,137,2.0
ALB,2008-05-16,2008,137,2.9
HAI,2008-05-16,2008,137,2.5
SCH,2008-05-17,2008,138,2.2
ALB,2008-05-17,2008,138,2.2
HAI,2008-05-17,2008,138,3.0
SCH,2008-05-18,2008,139,1.7
ALB,2008-05-18,2008,139,1.4
HAI,2008-05-18,2008,139,1.0
SCH,2008-05-19,2008,140,2.5
ALB,2008-05-19,2008,140,1.3
HAI,2008-05-19,2008,140,1.7
SCH,2008-05-20,2008,141,3.5
ALB,2008-05-20,2008,141,1.6
HAI,2008-05-20,2008,141,2.3
SCH,2008-05-21,2008,142,3.5
ALB,2008-05-21,2008,142,0.9
HAI,2008-05-21,2008,142,3.3
SCH,2008-05-22,2008,143,3.7
ALB,2008-05-22,2008,143,0.8
HAI,2008-05-22,2008,143,3.4
SCH,2008-05-23,2008,144,3.9
ALB,2008-05-23,2008,144,2.4
HAI,2008-05-23,2008,144,1.8
SCH,2008-05-24,2008,145,3.2
ALB,2008-05-24,2008,145,2.5
HAI,2008-05-24,2008,145,3.5
SCH,2008-05-25,2008,146,3.8
ALB,2008-05-25,2008,146,2.7
HAI,2008-05-25,2008,146,2.6
SCH,2008-05-26,2008,147,2.6
ALB,2008-05-26,2008,147,3.2
HAI,2008-05-26,2008,147,1.6
SCH,2008-05-27,2008,148,2.3
ALB,2008-05-27,2008,148,4.9
HAI,2008-05-27,2008,148,2.2
SCH,2008-05-28,2008,149,6.1
ALB,2008-05-28,2008,149,4.0
HAI,2008-05-28,2008,149,3.6
SCH,2008-05-29,2008,150,5.6
ALB,2008-05-29,2008,150,2.2
HAI,2008-05-29,2008,150,4.0
SCH,2008-05-30,2008,151,6.1
ALB,2008-05-30,2008,151,2.3
HAI,2008-05-30,2008,151,4.6
SCH,2008-05-31,2008,152,5.7
ALB,2008-05-31,2008,152,2.6
HAI,2008-05-31,2008,152,1.7
SCH,2008-06-01,2008,153,5.9
ALB,2008-06-01,2008,153,4.3
HAI,2008-06-01,2008,153,4.5
SCH,2008-06-02,2008,154,6.0
ALB,2008-06-02,2008,154,4.5
HAI,2008-06-02,2008,154,3.5
SCH,2008-06-03,2008,155,6.1
ALB,2008-06-03,2008,155,1.2
HAI,2008-06-03,2008,155,2.8
SCH,2008-06-04,2008,156,5.4
ALB,2008-06-04,2008,156,2.9
HAI,2008-06-04,2008,156,1.6
SCH,2008-06-05,2008,157,5.6
ALB,2008-06-05,2008,157,1.2
HAI,2008-06-05,2008,157,4.8
SCH,2008-06-06,2008,158,4.6
ALB,2008-06-06,2008,158,2.9
HAI,2008-06-06,2008,158,4.7
SCH,2008-06-07,2008,159,5.5
ALB,2008-06-07,2008,159,0.9
HAI,2008-06-07,2008,159,4.7
SCH,2008-06-08,2008,160,5.4
ALB,2008-06-08,2008,160,2.0
HAI,2008-06-08,2008,160,4.8
SCH,2008-06-09,2008,161,5.6
ALB,2008-06-09,2008,161,3.5
HAI,2008-06-09,2008,161,5.1
SCH,2008-06-10,2008,162,6.5
ALB,2008-06-10,2008,162,3.4
HAI,2008-06-10,2008,162,5.2
SCH,2008-06-11,2008,163,3.8
ALB,2008-06-11,2008,163,2.0
HAI,2008-06-11,2008,163,3.2
SCH,2008-06-12,2008,164,3.0
ALB,2008-06-12,2008,164,2.1
HAI,2008-06-12,2008,164,2.0
SCH,2008-06-13,2008,165,1.1
ALB,2008-06-13,2008,165,1.9
HAI,2008-06-13,2008,165,2.8
SCH,2008-06-14,2008,166,3.2
ALB,2008-06-14,2008,166,1.7
HAI,2008-06-14,2008,166,2.4
SCH,2008-06-15,2008,167,2.6
ALB,2008-06-15,2008,167,2.0
HAI,2008-06-15,2008,167,3.3
SCH,2008-06-16,2008,168,2.0
ALB,2008-06-16,2008,168,1.3
HAI,2008-06-16,2008,168,2.9
SCH,2008-06-17,2008,169,4.0
ALB,2008-06-17,2008,169,1.3
HAI,2008-06-17,2008,169,3.9
SCH,2008-06-18,2008,170,4.3
ALB,2008-06-18,2008,170,3.2
HAI,2008-06-18,2008,170,4.3
SCH,2008-06-19,2008,171,5.3
ALB,2008-06-19,2008,171,4.9
HAI,2008-06-19,2008,171,4.3
SCH,2008-06-20,2008,172,4.3
ALB,2008-06-20,2008,172,4.4
HAI,2008-06-20,2008,172,5.0
SCH,2008-06-21,2008,173,4.1
ALB,2008-06-21,2008,173,4.0
HAI,2008-06-21,2008,173,2.3
SCH,2008-06-22,2008,174,6.0
ALB,2008-06-22,2008,174,4.6
HAI,2008-06-22,2008,174,5.1
SCH,2008-06-23,2008,175,5.0
ALB,2008-06-23,2008,175,3.7
HAI,2008-06-23,2008,175,6.4
SCH,2008-06-24,2008,176,4.5
ALB,2008-06-24,2008,176,3.2
HAI,2008-06-24,2008,176,4.4
SCH,2008-06-25,2008,177,3.8
ALB,2008-06-25,2008,177,5.1
HAI,2008-06-25,2008,177,2.0
SCH,2008-06-26,2008,178,4.8
ALB,2008-06-26,2008,178,2.6
HAI,2008-06-26,2008,178,4.8
SCH,2008-06-27,2008,179,2.5
ALB,2008-06-27,2008,179,4.4
HAI,2008-06-27,2008,179,3.4
SCH,2008-06-28,2008,180,1.8
ALB,2008-06-28,2008,180,3.7
HAI,2008-06-28,2008,180,3.0
SCH,2008-06-29,2008,181,4.1
ALB,2008-06-29,2008,181,3.8
HAI,2008-06-29,2008,181,6.0
SCH,2008-06-30,2008,182,4.9
ALB,2008-06-30,2008,182,3.5
HAI,2008-06-30,2008,182,4.2
SCH,2008-07-01,2008,183,4.1
ALB,2008-07-01,2008,183,5.3
HAI,2008-07-01,2008,183,5.7
SCH,2008-07-02,2008,184,6.2
ALB,2008-07-02,2008,184,5.4
HAI,2008-07-02,2008,184,5.9
SCH,2008-07-03,2008,185,6.5
ALB,2008-07-03,2008,185,2.7
HAI,2008-07-03,2008,185,4.2
SCH,2008-07-04,2008,186,3.7
ALB,2008-07-04,2008,186,3.9
HAI,2008-07-04,2008,186,3.8
SCH,2008-07-05,2008,187,4.7
ALB,2008-07-05,2008,187,4.5
HAI,2008-07-05,2008,187,4.8
SCH,2008-07-06,2008,188,4.7
ALB,2008-07-06,2008,188,2.4
HAI,2008-07-06,2008,188,3.6
SCH,2008-07-07,2008,189,3.7
ALB,2008-07-07,2008,189,2.9
HAI,2008-07-07,2008,189,4.4
SCH,2008-07-08,2008,190,3.3
ALB,2008-07-08,2008,190,2.5
HAI,2008-07-08,2008,190,3.2
SCH,2008-07-09,2008,191,2.7
ALB,2008-07-09,2008,191,2.4
HAI,2008-07-09,2008,191,3.1
SCH,2008-07-10,2008,192,2.1
ALB,2008-07-10,2008,192,4.6
HAI,2008-07-10,2008,192,4.3
SCH,2008-07-11,2008,193,2.7
ALB,2008-07-11,2008,193,4.3
HAI,2008-07-11,2008,193,3.2
SCH,2008-07-12,2008,194,3.6
ALB,2008-07-12,2008,194,1.3
HAI,2008-07-12,2008,194,2.8
SCH,2008-07-13,2008,195,1.4
ALB,2008-07-13,2008,195,1.9
HAI,2008-07-13,2008,195,1.3
SCH,2008-07-14,2008,196,2.6
ALB,2008-07-14,2008,196,2.1
HAI,2008-07-14,2008,196,2.4
SCH,2008-07-15,2008,197,2.7
ALB,2008-07-15,2008,197,3.7
HAI,2008-07-15,2008,197,5.0
SCH,2008-07-16,2008,198,1.8
ALB,2008-07-16,2008,198,3.5
HAI,2008-07-16,2008,198,2.1
SCH,2008-07-17,2008,199,2.2
ALB,2008-07-17,2008,199,1.3
HAI,2008-07-17,2008,199,2.4
SCH,2008-07-18,2008,200,1.9
ALB,2008-07-18,2008,200,2.0
HAI,2008-07-18,2008,200,2.1
SCH,2008-07-19,2008,201,3.0
ALB,2008-07-19,2008,201,3.2
HAI,2008-07-19,2008,201,3.0
SCH,2008-07-20,2008,202,3.0
ALB,2008-07-20,2008,202,2.8
HAI,2008-07-20,2008,202,2.3
SCH,2008-07-21,2008,203,1.4
ALB,2008-07-21,2008,203,2.1
HAI,2008-07-21,2008,203,1.7
SCH,2008-07-22,2008,204,2.0
ALB,2008-07-22,2008,204,1.2
HAI,2008-07-22,2008,204,2.6
SCH,2008-07-23,2008,205,3.7
ALB,2008-07-23,2008,205,2.7
HAI,2008-07-23,2008,205,3.8
SCH,2008-07-24,2008,206,4.5
ALB,2008-07-24,2008,206,3.5
HAI,2008-07-24,2008,206,4.9
SCH,2008-07-25,2008,207,5.1
ALB,2008-07-25,2008,207,3.5
HAI,2008-07-25,2008,207,3.7
SCH,2008-07-26,2008,208,5.3
ALB,2008-07-26,2008,208,2.3
HAI,2008-07-26,2008,208,5.3
SCH,2008-07-27,2008,209,5.9
ALB,2008-07-27,2008,209,2.3
HAI,2008-07-27,2008,209,6.0
SCH,2008-07-28,2008,210,5.7
ALB,2008-07-28,2008,210,3.1
HAI,2008-07-28,2008,210,7.3
SCH,2008-07-29,2008,211,6.2
ALB,2008-07-29,2008,211,3.1
HAI,2008-07-29,2008,211,3.9
SCH,2008-07-30,2008,212,4.8
ALB,2008-07-30,2008,212,3.5
HAI,2008-07-30,2008,212,4.3
SCH,2008-07-31,2008,213,5.7
ALB,2008-07-31,2008,213,4.1
HAI,2008-07-31,2008,213,3.8
SCH,2008-08-01,2008,214,4.9
ALB,2008-08-01,2008,214,2.2
HAI,2008-08-01,2008,214,4.9
SCH,2008-08-02,2008,215,2.1
ALB,2008-08-02,2008,215,2.6
HAI,2008-08-02,2008,215,3.8
SCH,2008-08-03,2008,216,3.5
ALB,2008-08-03,2008,216,3.1
HAI,2008-08-03,2008,216,4.5
SCH,2008-08-04,2008,217,3.4
ALB,2008-08-04,2008,217,2.7
HAI,2008-08-04,2008,217,3.9
SCH,2008-08-05,2008,218,2.8
ALB,2008-08-05,2008,218,2.9
HAI,2008-08-05,2008,218,2.9
SCH,2008-08-06,2008,219,2.9
ALB,2008-08-06,2008,219,3.7
HAI,2008-08-06,2008,219,4.8
SCH,2008-08-07,2008,220,6.2
ALB,2008-08-07,2008,220,3.4
HAI,2008-08-07,2008,220,6.0
SCH,2008-08-08,2008,221,3.2
ALB,2008-08-08,2008,221,2.9
HAI,2008-08-08,2008,221,3.1
SCH,2008-08-09,2008,222,2.9
ALB,2008-08-09,2008,222,2.5
HAI,2008-08-09,2008,222,2.7
SCH,2008-08-10,2008,223,2.0
ALB,2008-08-10,2008,223,3.2
HAI,2008-08-10,2008,223,2.9
SCH,2008-08-11,2008,224,2.8
ALB,2008-08-11,2008,224,2.1
HAI,2008-08-11,2008,224,3.7
SCH,2008-08-12,2008,225,2.1
ALB,2008-08-12,2008,225,1.4
HAI,2008-08-12,2008,225,2.0
SCH,2008-08-13,2008,226,4.2
ALB,2008-08-13,2008,226,3.1
HAI,2008-08-13,2008,226,3.9
SCH,2008-08-14,2008,227,4.3
ALB,2008-08-14,2008,227,1.9
HAI,2008-08-14,2008,227,3.7
SCH,2008-08-15,2008,228,1.1
ALB,2008-08-15,2008,228,1.1
HAI,2008-08-15,2008,228,1.5
SCH,2008-08-16,2008,229,1.6
ALB,2008-08-16,2008,229,2.0
HAI,2008-08-16,2008,229,2.5
SCH,2008-08-17,2008,230,2.4
ALB,2008-08-17,2008,230,2.3
HAI,2008-08-17,2008,230,3.4
SCH,2008-08-18,2008,231,1.3
ALB,2008-08-18,2008,231,3.2
HAI,2008-08-18,2008,231,3.7
SCH,2008-08-19,2008,232,3.1
ALB,2008-08-19,2008,232,2.8
HAI,2008-08-19,2008,232,1.8
SCH,2008-08-20,2008,233,2.5
ALB,2008-08-20,2008,233,1.9
HAI,2008-08-20,2008,233,2.4
SCH,2008-08-21,2008,234,3.1
ALB,2008-08-21,2008,234,2.3
HAI,2008-08-21,2008,234,3.1
SCH,2008-08-22,2008,235,2.2
ALB,2008-08-22,2008,235,1.8
HAI,2008-08-22,2008,235,2.4
SCH,2008-08-23,2008,236,1.9
ALB,2008-08-23,2008,236,1.6
HAI,2008-08-23,2008,236,2.3
SCH,2008-08-24,2008,237,1.0
ALB,2008-08-24,2008,237,2.1
HAI,2008-08-24,2008,237,2.5
SCH,2008-08-25,2008,238,2.0
ALB,2008-08-25,2008,238,1.5
HAI,2008-08-25,2008,238,1.4
SCH,2008-08-26,2008,239,2.0
ALB,2008-08-26,2008,239,2.4
HAI,2008-08-26,2008,239,1.3
SCH,2008-08-27,2008,240,1.9
ALB,2008-08-27,2008,240,2.2
HAI,2008-08-27,2008,240,3.1
SCH,2008-08-28,2008,241,1.7
ALB,2008-08-28,2008,241,2.2
HAI,2008-08-28,2008,241,1.4
SCH,2008-08-29,2008,242,1.6
ALB,2008-08-29,2008,242,2.1
HAI,2008-08-29,2008,242,1.7
SCH,2008-08-30,2008,243,2.3
ALB,2008-08-30,2008,243,2.7
HAI,2008-08-30,2008,243,3.0
SCH,2008-08-31,2008,244,3.0
ALB,2008-08-31,2008,244,2.3
HAI,2008-08-31,2008,244,3.5
SCH,2008-09-01,2008,245,2.9
ALB,2008-09-01,2008,245,1.8
