explo,date,year,doy,PET
HAI,2016-05-23,2016,144,2.0
SCH,2016-05-24,2016,145,4.2
ALB,2016-05-24,2016,145,1.1
HAI,2016-05-24,2016,145,0.7
SCH,2016-05-25,2016,146,1.7
ALB,2016-05-25,2016,146,2.2
HAI,2016-05-25,2016,146,1.2
SCH,2016-05-26,2016,147,1.8
ALB,2016-05-26,2016,147,3.5
HAI,2016-05-26,2016,147,3.3
SCH,2016-05-27,2016,148,2.9
ALB,2016-05-27,2016,148,3.2
HAI,2016-05-27,2016,148,1.2
SCH,2016-05-28,2016,149,3.7
ALB,2016-05-28,2016,149,3.4
HAI,2016-05-28,2016,149,3.8
SCH,2016-05-29,2016,150,4.6
ALB,2016-05-29,2016,150,1.7
HAI,2016-05-29,2016,150,2.0
SCH,2016-05-30,2016,151,4.0
ALB,2016-05-30,2016,151,2.1
HAI,2016-05-30,2016,151,2.5
SCH,2016-05-31,2016,152,2.6
ALB,2016-05-31,2016,152,2.3
HAI,2016-05-31,2016,152,2.9
SCH,2016-06-01,2016,153,2.8
ALB,2016-06-01,2016,153,2.0
HAI,2016-06-01,2016,153,2.3
SCH,2016-06-02,2016,154,4.5
ALB,2016-06-02,2016,154,1.6
HAI,2016-06-02,2016,154,1.4
SCH,2016-06-03,2016,155,5.5
ALB,2016-06-03,2016,155,1.9
HAI,2016-06-03,2016,155,2.2
SCH,2016-06-04,2016,156,4.4
ALB,2016-06-04,2016,156,2.0
HAI,2016-06-04,2016,156,3.2
SCH,2016-06-05,2016,157,5.0
ALB,2016-06-05,2016,157,2.2
HAI,2016-06-05,2016,157,3.8
SCH,2016-06-06,2016,158,5.1
ALB,2016-06-06,2016,158,4.4
HAI,2016-06-06,2016,158,4.9
SCH,2016-06-07,2016,159,4.6
ALB,2016-06-07,2016,159,4.4
HAI,2016-06-07,2016,159,5.2
SCH,2016-06-08,2016,160,6.0
ALB,2016-06-08,2016,160,1.3
HAI,2016-06-08,2016,160,3.8
SCH,2016-06-09,2016,161,4.2
ALB,2016-06-09,2016,161,2.6
HAI,2016-06-09,2016,161,3.1
SCH,2016-06-10,2016,162,4.8
ALB,2016-06-10,2016,162,3.7
HAI,2016-06-10,2016,162,4.5
SCH,2016-06-11,2016,163,4.9
ALB,2016-06-11,2016,163,1.7
HAI,2016-06-11,2016,163,2.9
SCH,2016-06-12,2016,164,3.0
ALB,2016-06-12,2016,164,2.1
HAI,2016-06-12,2016,164,1.9
SCH,2016-06-13,2016,165,1.3
ALB,2016-06-13,2016,165,2.3
HAI,2016-06-13,2016,165,2.7
SCH,2016-06-14,2016,166,2.6
ALB,2016-06-14,2016,166,1.6
HAI,2016-06-14,2016,166,3.2
SCH,2016-06-15,2016,167,1.9
ALB,2016-06-15,2016,167,2.9
HAI,2016-06-15,2016,167,3.1
SCH,2016-06-16,2016,168,4.2
ALB,2016-06-16,2016,168,1.4
HAI,2016-06-16,2016,168,1.9
SCH,2016-06-17,2016,169,1.0
ALB,2016-06-17,2016,169,2.6
HAI,2016-06-17,2016,169,2.8
SCH,2016-06-18,2016,170,2.7
ALB,2016-06-18,2016,170,2.1
HAI,2016-06-18,2016,170,3.5
SCH,2016-06-19,2016,171,3.4
ALB,2016-06-19,2016,171,2.3
HAI,2016-06-19,2016,171,2.8
SCH,2016-06-20,2016,172,4.3
ALB,2016-06-20,2016,172,3.3
HAI,2016-06-20,2016,172,4.5
SCH,2016-06-21,2016,173,2.8
ALB,2016-06-21,2016,173,1.9
HAI,2016-06-21,2016,173,4.2
SCH,2016-06-22,2016,174,5.0
ALB,2016-06-22,2016,174,4.4
HAI,2016-06-22,2016,174,4.4
SCH,2016-06-23,2016,175,6.9
ALB,2016-06-23,2016,175,6.2
HAI,2016-06-23,2016,175,6.7
SCH,2016-06-24,2016,176,6.3
ALB,2016-06-24,2016,176,5.8
HAI,2016-06-24,2016,176,5.2
SCH,2016-06-25,2016,177,4.7
ALB,2016-06-25,2016,177,2.9
HAI,2016-06-25,2016,177,3.7
SCH,2016-06-26,2016,178,4.1
ALB,2016-06-26,2016,178,2.5
HAI,2016-06-26,2016,178,4.1
SCH,2016-06-27,2016,179,4.3
ALB,2016-06-27,2016,179,3.5
HAI,2016-06-27,2016,179,3.8
SCH,2016-06-28,2016,180,3.3
ALB,2016-06-28,2016,180,3.1
HAI,2016-06-28,2016,180,3.7
SCH,2016-06-29,2016,181,4.4
ALB,2016-06-29,2016,181,4.0
HAI,2016-06-29,2016,181,5.2
SCH,2016-06-30,2016,182,4.4
ALB,2016-06-30,2016,182,3.0
HAI,2016-06-30,2016,182,3.1
SCH,2016-07-01,2016,183,4.3
ALB,2016-07-01,2016,183,3.8
HAI,2016-07-01,2016,183,4.9
SCH,2016-07-02,2016,184,2.8
ALB,2016-07-02,2016,184,1.8
HAI,2016-07-02,2016,184,2.4
SCH,2016-07-03,2016,185,4.6
ALB,2016-07-03,2016,185,2.4
HAI,2016-07-03,2016,185,2.7
SCH,2016-07-04,2016,186,3.4
ALB,2016-07-04,2016,186,3.3
HAI,2016-07-04,2016,186,3.6
SCH,2016-07-05,2016,187,3.6
ALB,2016-07-05,2016,187,4.0
HAI,2016-07-05,2016,187,4.1
SCH,2016-07-06,2016,188,3.8
ALB,2016-07-06,2016,188,3.7
HAI,2016-07-06,2016,188,3.6
SCH,2016-07-07,2016,189,4.3
ALB,2016-07-07,2016,189,4.3
HAI,2016-07-07,2016,189,4.7
SCH,2016-07-08,2016,190,4.1
ALB,2016-07-08,2016,190,5.4
HAI,2016-07-08,2016,190,4.5
SCH,2016-07-09,2016,191,2.6
ALB,2016-07-09,2016,191,4.9
HAI,2016-07-09,2016,191,4.2
SCH,2016-07-10,2016,192,5.2
ALB,2016-07-10,2016,192,5.2
HAI,2016-07-10,2016,192,5.8
SCH,2016-07-11,2016,193,5.2
ALB,2016-07-11,2016,193,4.2
HAI,2016-07-11,2016,193,5.8
SCH,2016-07-12,2016,194,4.2
ALB,2016-07-12,2016,194,1.3
HAI,2016-07-12,2016,194,4.5
SCH,2016-07-13,2016,195,2.4
ALB,2016-07-13,2016,195,2.1
HAI,2016-07-13,2016,195,2.6
SCH,2016-07-14,2016,196,1.6
ALB,2016-07-14,2016,196,2.3
HAI,2016-07-14,2016,196,2.8
SCH,2016-07-15,2016,197,2.2
ALB,2016-07-15,2016,197,1.8
HAI,2016-07-15,2016,197,2.4
SCH,2016-07-16,2016,198,4.6
ALB,2016-07-16,2016,198,3.5
HAI,2016-07-16,2016,198,3.6
SCH,2016-07-17,2016,199,2.9
ALB,2016-07-17,2016,199,3.5
HAI,2016-07-17,2016,199,2.4
SCH,2016-07-18,2016,200,2.0
ALB,2016-07-18,2016,200,3.5
HAI,2016-07-18,2016,200,4.6
SCH,2016-07-19,2016,201,1.9
ALB,2016-07-19,2016,201,4.8
HAI,2016-07-19,2016,201,5.2
SCH,2016-07-20,2016,202,3.5
ALB,2016-07-20,2016,202,5.3
HAI,2016-07-20,2016,202,5.9
SCH,2016-07-21,2016,203,5.5
ALB,2016-07-21,2016,203,3.6
HAI,2016-07-21,2016,203,1.8
SCH,2016-07-22,2016,204,6.0
ALB,2016-07-22,2016,204,3.2
HAI,2016-07-22,2016,204,4.4
SCH,2016-07-23,2016,205,4.4
ALB,2016-07-23,2016,205,2.4
HAI,2016-07-23,2016,205,1.7
SCH,2016-07-24,2016,206,3.6
ALB,2016-07-24,2016,206,2.8
HAI,2016-07-24,2016,206,3.0
SCH,2016-07-25,2016,207,4.4
ALB,2016-07-25,2016,207,3.2
HAI,2016-07-25,2016,207,3.9
SCH,2016-07-26,2016,208,4.2
ALB,2016-07-26,2016,208,2.9
HAI,2016-07-26,2016,208,3.8
SCH,2016-07-27,2016,209,2.5
ALB,2016-07-27,2016,209,2.6
HAI,2016-07-27,2016,209,3.4
SCH,2016-07-28,2016,210,3.1
ALB,2016-07-28,2016,210,2.5
HAI,2016-07-28,2016,210,3.4
SCH,2016-07-29,2016,211,4.0
ALB,2016-07-29,2016,211,3.1
HAI,2016-07-29,2016,211,2.3
SCH,2016-07-30,2016,212,3.8
ALB,2016-07-30,2016,212,3.9
HAI,2016-07-30,2016,212,2.9
SCH,2016-07-31,2016,213,2.9
ALB,2016-07-31,2016,213,2.0
HAI,2016-07-31,2016,213,2.4
SCH,2016-08-01,2016,214,3.1
ALB,2016-08-01,2016,214,3.0
HAI,2016-08-01,2016,214,3.3
SCH,2016-08-02,2016,215,1.4
ALB,2016-08-02,2016,215,1.9
HAI,2016-08-02,2016,215,1.4
SCH,2016-08-03,2016,216,1.5
ALB,2016-08-03,2016,216,3.3
HAI,2016-08-03,2016,216,1.4
SCH,2016-08-04,2016,217,2.6
ALB,2016-08-04,2016,217,3.8
HAI,2016-08-04,2016,217,1.7
SCH,2016-08-05,2016,218,1.9
ALB,2016-08-05,2016,218,1.4
HAI,2016-08-05,2016,218,2.2
SCH,2016-08-06,2016,219,2.8
ALB,2016-08-06,2016,219,2.3
HAI,2016-08-06,2016,219,2.5
SCH,2016-08-07,2016,220,3.6
ALB,2016-08-07,2016,220,3.5
HAI,2016-08-07,2016,220,4.3
SCH,2016-08-08,2016,221,4.6
ALB,2016-08-08,2016,221,3.9
HAI,2016-08-08,2016,221,4.4
SCH,2016-08-09,2016,222,2.7
ALB,2016-08-09,2016,222,1.3
HAI,2016-08-09,2016,222,2.6
SCH,2016-08-10,2016,223,2.6
ALB,2016-08-10,2016,223,2.2
HAI,2016-08-10,2016,223,1.8
SCH,2016-08-11,2016,224,3.1
ALB,2016-08-11,2016,224,2.6
HAI,2016-08-11,2016,224,2.4
SCH,2016-08-12,2016,225,1.9
ALB,2016-08-12,2016,225,1.6
HAI,2016-08-12,2016,225,1.2
SCH,2016-08-13,2016,226,3.9
ALB,2016-08-13,2016,226,3.6
HAI,2016-08-13,2016,226,4.2
SCH,2016-08-14,2016,227,2.8
ALB,2016-08-14,2016,227,3.6
HAI,2016-08-14,2016,227,3.0
SCH,2016-08-15,2016,228,2.6
ALB,2016-08-15,2016,228,3.6
HAI,2016-08-15,2016,228,3.2
SCH,2016-08-16,2016,229,2.1
ALB,2016-08-16,2016,229,3.4
HAI,2016-08-16,2016,229,3.5
SCH,2016-08-17,2016,230,2.3
ALB,2016-08-17,2016,230,1.9
HAI,2016-08-17,2016,230,3.1
SCH,2016-08-18,2016,231,1.8
ALB,2016-08-18,2016,231,1.7
HAI,2016-08-18,2016,231,3.3
SCH,2016-08-19,2016,232,3.3
ALB,2016-08-19,2016,232,2.3
HAI,2016-08-19,2016,232,3.3
SCH,2016-08-20,2016,233,2.6
ALB,2016-08-20,2016,233,1.7
HAI,2016-08-20,2016,233,2.2
SCH,2016-08-21,2016,234,2.2
ALB,2016-08-21,2016,234,2.2
HAI,2016-08-21,2016,234,2.5
SCH,2016-08-22,2016,235,2.9
ALB,2016-08-22,2016,235,2.7
HAI,2016-08-22,2016,235,2.5
SCH,2016-08-23,2016,236,1.7
ALB,2016-08-23,2016,236,3.1
HAI,2016-08-23,2016,236,3.5
SCH,2016-08-24,2016,237,3.4
ALB,2016-08-24,2016,237,3.6
HAI,2016-08-24,2016,237,4.1
SCH,2016-08-25,2016,238,4.4
ALB,2016-08-25,2016,238,3.5
HAI,2016-08-25,2016,238,4.3
SCH,2016-08-26,2016,239,5.0
ALB,2016-08-26,2016,239,3.8
HAI,2016-08-26,2016,239,4.3
SCH,2016-08-27,2016,240,3.6
ALB,2016-08-27,2016,240,3.9
HAI,2016-08-27,2016,240,4.2
SCH,2016-08-28,2016,241,4.4
ALB,2016-08-28,2016,241,3.2
HAI,2016-08-28,2016,241,4.1
SCH,2016-08-29,2016,242,2.3
ALB,2016-08-29,2016,242,1.7
HAI,2016-08-29,2016,242,2.3
SCH,2016-08-30,2016,243,2.5
ALB,2016-08-30,2016,243,2.9
HAI,2016-08-30,2016,243,3.1
SCH,2016-08-31,2016,244,3.4
ALB,2016-08-31,2016,244,2.7
HAI,2016-08-31,2016,244,3.2
SCH,2016-09-01,2016,245,3.3
ALB,2016-09-01,2016,245,2.9
HAI,2016-09-01,2016,245,3.1
SCH,2016-09-02,2016,246,3.2
ALB,2016-09-02,2016,246,3.0
HAI,2016-09-02,2016,246,3.5
SCH,2016-09-03,2016,247,3.1
ALB,2016-09-03,2016,247,2.8
HAI,2016-09-03,2016,247,3.5
SCH,2016-09-04,2016,248,1.6
ALB,2016-09-04,2016,248,1.8
HAI,2016-09-04,2016,248,1.9
SCH,2016-09-05,2016,249,1.3
ALB,2016-09-05,2016,249,1.4
HAI,2016-09-05,2016,249,1.3
SCH,2016-09-06,2016,250,2.4
ALB,2016-09-06,2016,250,1.9
HAI,2016-09-06,2016,250,2.1
SCH,2016-09-07,2016,251,2.7
ALB,2016-09-07,2016,251,1.9
HAI,2016-09-07,2016,251,2.8
SCH,2016-09-08,2016,252,3.0
ALB,2016-09-08,2016,252,2.9
HAI,2016-09-08,2016,252,3.0
SCH,2016-09-09,2016,253,2.7
ALB,2016-09-09,2016,253,2.8
HAI,2016-09-09,2016,253,2.2
SCH,2016-09-10,2016,254,2.4
ALB,2016-09-10,2016,254,3.0
HAI,2016-09-10,2016,254,2.4
SCH,2016-09-11,2016,255,2.5
ALB,2016-09-11,2016,255,2.5
HAI,2016-09-11,2016,255,3.0
SCH,2016-09-12,2016,256,2.8
ALB,2016-09-12,2016,256,2.8
HAI,2016-09-12,2016,256,3.1
SCH,2016-09-13,2016,257,2.8
ALB,2016-09-13,2016,257,3.3
HAI,2016-09-13,2016,257,3.4
SCH,2016-09-14,2016,258,3.3
ALB,2016-09-14,2016,258,3.0
HAI,2016-09-14,2016,258,3.4
SCH,2016-09-15,2016,259,2.9
ALB,2016-09-15,2016,259,2.2
HAI,2016-09-15,2016,259,3.6
SCH,2016-09-16,2016,260,2.6
ALB,2016-09-16,2016,260,1.6
HAI,2016-09-16,2016,260,2.4
SCH,2016-09-17,2016,261,2.0
ALB,2016-09-17,2016,261,1.5
HAI,2016-09-17,2016,261,0.6
SCH,2016-09-18,2016,262,2.6
ALB,2016-09-18,2016,262,0.8
HAI,2016-09-18,2016,262,1.4
SCH,2016-09-19,2016,263,2.3
ALB,2016-09-19,2016,263,0.9
HAI,2016-09-19,2016,263,0.7
SCH,2016-09-20,2016,264,1.7
ALB,2016-09-20,2016,264,0.8
HAI,2016-09-20,2016,264,1.6
SCH,2016-09-21,2016,265,1.2
ALB,2016-09-21,2016,265,1.5
HAI,2016-09-21,2016,265,1.9
SCH,2016-09-22,2016,266,1.7
ALB,2016-09-22,2016,266,1.7
HAI,2016-09-22,2016,266,2.1
SCH,2016-09-23,2016,267,1.8
ALB,2016-09-23,2016,267,1.5
HAI,2016-09-23,2016,267,2.0
SCH,2016-09-24,2016,268,1.7
ALB,2016-09-24,2016,268,1.7
HAI,2016-09-24,2016,268,1.9
SCH,2016-09-25,2016,269,2.0
ALB,2016-09-25,2016,269,1.8
HAI,2016-09-25,2016,269,2.1
SCH,2016-09-26,2016,270,1.9
ALB,2016-09-26,2016,270,1.1
HAI,2016-09-26,2016,270,1.1
SCH,2016-09-27,2016,271,1.7
ALB,2016-09-27,2016,271,1.0
HAI,2016-09-27,2016,271,1.4
SCH,2016-09-28,2016,272,1.6
ALB,2016-09-28,2016,272,1.8
HAI,2016-09-28,2016,272,1.6
SCH,2016-09-29,2016,273,2.8
ALB,2016-09-29,2016,273,2.2
HAI,2016-09-29,2016,273,2.6
SCH,2016-09-30,2016,274,1.3
ALB,2016-09-30,2016,274,1.7
HAI,2016-09-30,2016,274,0.7
SCH,2016-10-01,2016,275,0.5
ALB,2016-10-01,2016,275,1.6
HAI,2016-10-01,2016,275,0.6
SCH,2016-10-02,2016,276,0.8
ALB,2016-10-02,2016,276,1.0
HAI,2016-10-02,2016,276,1.7
SCH,2016-10-03,2016,277,0.6
ALB,2016-10-03,2016,277,0.9
HAI,2016-10-03,2016,277,1.1
SCH,2016-10-04,2016,278,1.5
ALB,2016-10-04,2016,278,0.7
HAI,2016-10-04,2016,278,1.6
SCH,2016-10-05,2016,279,1.1
ALB,2016-10-05,2016,279,0.8
HAI,2016-10-05,2016,279,0.7
SCH,2016-10-06,2016,280,0.4
ALB,2016-10-06,2016,280,0.3
HAI,2016-10-06,2016,280,0.5
SCH,2016-10-07,2016,281,0.5
ALB,2016-10-07,2016,281,0.5
HAI,2016-10-07,2016,281,0.8
SCH,2016-10-08,2016,282,1.0
ALB,2016-10-08,2016,282,0.5
HAI,2016-10-08,2016,282,0.7
SCH,2016-10-09,2016,283,1.1
ALB,2016-10-09,2016,283,0.5
HAI,2016-10-09,2016,283,0.8
SCH,2016-10-10,2016,284,0.7
ALB,2016-10-10,2016,284,0.5
HAI,2016-10-10,2016,284,0.4
SCH,2016-10-11,2016,285,0.5
ALB,2016-10-11,2016,285,0.6
HAI,2016-10-11,2016,285,0.2
SCH,2016-10-12,2016,286,0.4
ALB,2016-10-12,2016,286,0.7
HAI,2016-10-12,2016,286,0.4
SCH,2016-10-13,2016,287,0.6
ALB,2016-10-13,2016,287,0.6
HAI,2016-10-13,2016,287,0.4
SCH,2016-10-14,2016,288,0.7
ALB,2016-10-14,2016,288,0.3
HAI,2016-10-14,2016,288,0.6
SCH,2016-10-15,2016,289,0.5
ALB,2016-10-15,2016,289,0.9
HAI,2016-10-15,2016,289,0.5
SCH,2016-10-16,2016,290,0.1
ALB,2016-10-16,2016,290,1.0
HAI,2016-10-16,2016,290,0.9
SCH,2016-10-17,2016,291,0.3
ALB,2016-10-17,2016,291,0.9
HAI,2016-10-17,2016,291,0.6
SCH,2016-10-18,2016,292,0.2
ALB,2016-10-18,2016,292,0.8
HAI,2016-10-18,2016,292,0.9
SCH,2016-10-19,2016,293,0.3
ALB,2016-10-19,2016,293,1.0
HAI,2016-10-19,2016,293,1.3
SCH,2016-10-20,2016,294,0.2
ALB,2016-10-20,2016,294,0.6
HAI,2016-10-20,2016,294,0.3
SCH,2016-10-21,2016,295,0.2
ALB,2016-10-21,2016,295,0.7
HAI,2016-10-21,2016,295,0.4
SCH,2016-10-22,2016,296,0.5
ALB,2016-10-22,2016,296,0.6
HAI,2016-10-22,2016,296,0.5
SCH,2016-10-23,2016,297,0.2
ALB,2016-10-23,2016,297,0.4
HAI,2016-10-23,2016,297,0.2
SCH,2016-10-24,2016,298,0.1
ALB,2016-10-24,2016,298,0.8
HAI,2016-10-24,2016,298,0.2
SCH,2016-10-25,2016,299,0.5
ALB,2016-10-25,2016,299,0.5
HAI,2016-10-25,2016,299,0.3
SCH,2016-10-26,2016,300,0.2
ALB,2016-10-26,2016,300,0.3
HAI,2016-10-26,2016,300,0.5
SCH,2016-10-27,2016,301,0.2
ALB,2016-10-27,2016,301,0.6
HAI,2016-10-27,2016,301,0.6
SCH,2016-10-28,2016,302,0.4
ALB,2016-10-28,2016,302,0.7
HAI,2016-10-28,2016,302,0.4
SCH,2016-10-29,2016,303,0.7
ALB,2016-10-29,2016,303,0.3
HAI,2016-10-29,2016,303,0.5
SCH,2016-10-30,2016,304,0.6
ALB,2016-10-30,2016,304,0.7
HAI,2016-10-30,2016,304,0.4
SCH,2016-10-31,2016,305,0.3
ALB,2016-10-31,2016,305,0.6
HAI,2016-10-31,2016,305,0.3
SCH,2016-11-01,2016,306,0.4
ALB,2016-11-01,2016,306,0.6
HAI,2016-11-01,2016,306,0.6
SCH,2016-11-02,2016,307,0.3
ALB,2016-11-02,2016,307,0.3
HAI,2016-11-02,2016,307,0.8
SCH,2016-11-03,2016,308,0.4
ALB,2016-11-03,2016,308,0.5
HAI,2016-11-03,2016,308,0.4
SCH,2016-11-04,2016,309,0.5
ALB,2016-11-04,2016,309,0.6
HAI,2016-11-04,2016,309,0.5
SCH,2016-11-05,2016,310,0.3
ALB,2016-11-05,2016,310,0.5
HAI,2016-11-05,2016,310,0.3
SCH,2016-11-06,2016,311,0.2
ALB,2016-11-06,2016,311,0.3
HAI,2016-11-06,2016,311,0.4
SCH,2016-11-07,2016,312,0.2
ALB,2016-11-07,2016,312,0.2
HAI,2016-11-07,2016,312,0.3
SCH,2016-11-08,2016,313,0.2
ALB,2016-11-08,2016,313,0.0
HAI,2016-11-08,2016,313,0.3
SCH,2016-11-09,2016,314,0.3
ALB,2016-11-09,2016,314,0.2
HAI,2016-11-09,2016,314,0.3
SCH,2016-11-10,2016,315,0.3
ALB,2016-11-10,2016,315,0.6
HAI,2016-11-10,2016,315,0.2
SCH,2016-11-11,2016,316,0.1
ALB,2016-11-11,2016,316,0.3
HAI,2016-11-11,2016,316,0.1
SCH,2016-11-12,2016,317,0.2
ALB,2016-11-12,2016,317,0.1
HAI,2016-11-12,2016,317,0.0
SCH,2016-11-13,2016,318,0.2
ALB,2016-11-13,2016,318,0.0
HAI,2016-11-13,2016,318,0.2
SCH,2016-11-14,2016,319,0.4
ALB,2016-11-14,2016,319,0.0
HAI,2016-11-14,2016,319,0.4
SCH,2016-11-15,2016,320,0.3
ALB,2016-11-15,2016,320,0.2
HAI,2016-11-15,2016,320,0.3
SCH,2016-11-16,2016,321,0.2
ALB,2016-11-16,2016,321,0.2
HAI,2016-11-16,2016,321,0.5
SCH,2016-11-17,2016,322,0.4
ALB,2016-11-17,2016,322,0.4
HAI,2016-11-17,2016,322,0.8
SCH,2016-11-18,2016,323,0.9
ALB,2016-11-18,2016,323,0.6
HAI,2016-11-18,2016,323,1.1
SCH,2016-11-19,2016,324,0.2
ALB,2016-11-19,2016,324,0.2
HAI,2016-11-19,2016,324,0.8
SCH,2016-11-20,2016,325,0.5
ALB,2016-11-20,2016,325,0.5
HAI,2016-11-20,2016,325,1.2
SCH,2016-11-21,2016,326,0.4
ALB,2016-11-21,2016,326,1.0
HAI,2016-11-21,2016,326,0.9
SCH,2016-11-22,2016,327,0.2
ALB,2016-11-22,2016,327,0.5
HAI,2016-11-22,2016,327,0.5
SCH,2016-11-23,2016,328,0.1
ALB,2016-11-23,2016,328,0.5
HAI,2016-11-23,2016,328,0.3
SCH,2016-11-24,2016,329,0.2
ALB,2016-11-24,2016,329,0.1
HAI,2016-11-24,2016,329,0.1
SCH,2016-11-25,2016,330,0.1
ALB,2016-11-25,2016,330,0.1
HAI,2016-11-25,2016,330,0.2
SCH,2016-11-26,2016,331,0.1
ALB,2016-11-26,2016,331,0.1
HAI,2016-11-26,2016,331,0.1
SCH,2016-11-27,2016,332,0.5
ALB,2016-11-27,2016,332,0.2
HAI,2016-11-27,2016,332,0.2
SCH,2016-11-28,2016,333,0.3
ALB,2016-11-28,2016,333,0.0
HAI,2016-11-28,2016,333,0.2
SCH,2016-11-29,2016,334,0.3
ALB,2016-11-29,2016,334,0.0
HAI,2016-11-29,2016,334,0.1
SCH,2016-11-30,2016,335,0.3
ALB,2016-11-30,2016,335,0.5
HAI,2016-11-30,2016,335,0.4
SCH,2016-12-01,2016,336,1.0
ALB,2016-12-01,2016,336,0.7
HAI,2016-12-01,2016,336,0.3
SCH,2016-12-02,2016,337,0.8
ALB,2016-12-02,2016,337,0.2
HAI,2016-12-02,2016,337,0.7
SCH,2016-12-03,2016,338,0.2
ALB,2016-12-03,2016,338,0.3
HAI,2016-12-03,2016,338,0.1
SCH,2016-12-04,2016,339,0.2
ALB,2016-12-04,2016,339,0.0
HAI,2016-12-04,2016,339,0.0
SCH,2016-12-05,2016,340,0.0
ALB,2016-12-05,2016,340,0.0
HAI,2016-12-05,2016,340,0.1
SCH,2016-12-06,2016,341,0.1
ALB,2016-12-06,2016,341,0.2
HAI,2016-12-06,2016,341,0.0
SCH,2016-12-07,2016,342,0.2
ALB,2016-12-07,2016,342,0.3
HAI,2016-12-07,2016,342,0.1
SCH,2016-12-08,2016,343,1.0
ALB,2016-12-08,2016,343,0.4
HAI,2016-12-08,2016,343,0.6
SCH,2016-12-09,2016,344,0.4
ALB,2016-12-09,2016,344,0.5
HAI,2016-12-09,2016,344,0.3
SCH,2016-12-10,2016,345,0.3
ALB,2016-12-10,2016,345,0.6
HAI,2016-12-10,2016,345,0.6
SCH,2016-12-11,2016,346,0.4
ALB,2016-12-11,2016,346,0.4
HAI,2016-12-11,2016,346,0.5
SCH,2016-12-12,2016,347,0.7
ALB,2016-12-12,2016,347,0.3
HAI,2016-12-12,2016,347,0.4
SCH,2016-12-13,2016,348,0.1
ALB,2016-12-13,2016,348,0.3
HAI,2016-12-13,2016,348,0.3
SCH,2016-12-14,2016,349,0.2
ALB,2016-12-14,2016,349,0.4
HAI,2016-12-14,2016,349,0.1
SCH,2016-12-15,2016,350,0.3
ALB,2016-12-15,2016,350,0.1
HAI,2016-12-15,2016,350,0.0
SCH,2016-12-16,2016,351,0.3
ALB,2016-12-16,2016,351,0.0
HAI,2016-12-16,2016,351,0.2
SCH,2016-12-17,2016,352,0.0
ALB,2016-12-17,2016,352,0.1
HAI,2016-12-17,2016,352,0.1
SCH,2016-12-18,2016,353,0.1
ALB,2016-12-18,2016,353,0.1
HAI,2016-12-18,2016,353,0.1
SCH,2016-12-19,2016,354,0.0
ALB,2016-12-19,2016,354,0.0
HAI,2016-12-19,2016,354,0.2
SCH,2016-12-20,2016,355,0.0
ALB,2016-12-20,2016,355,0.0
HAI,2016-12-20,2016,355,0.0
SCH,2016-12-21,2016,356,0.0
ALB,2016-12-21,2016,356,0.2
HAI,2016-12-21,2016,356,0.0
SCH,2016-12-22,2016,357,0.1
ALB,2016-12-22,2016,357,0.2
HAI,2016-12-22,2016,357,0.2
SCH,2016-12-23,2016,358,0.2
ALB,2016-12-23,2016,358,0.2
HAI,2016-12-23,2016,358,0.1
SCH,2016-12-24,2016,359,0.6
ALB,2016-12-24,2016,359,0.4
HAI,2016-12-24,2016,359,1.0
SCH,2016-12-25,2016,360,0.5
ALB,2016-12-25,2016,360,0.5
HAI,2016-12-25,2016,360,0.7
SCH,2016-12-26,2016,361,1.2
ALB,2016-12-26,2016,361,0.3
HAI,2016-12-26,2016,361,0.7
SCH,2016-12-27,2016,362,0.7
ALB,2016-12-27,2016,362,0.2
HAI,2016-12-27,2016,362,0.5
SCH,2016-12-28,2016,363,0.1
ALB,2016-12-28,2016,363,0.2
HAI,2016-12-28,2016,363,0.3
SCH,2016-12-29,2016,364,0.2
ALB,2016-12-29,2016,364,0.2
HAI,2016-12-29,2016,364,0.2
SCH,2016-12-30,2016,365,0.2
ALB,2016-12-30,2016,365,0.0
HAI,2016-12-30,2016,365,0.3
SCH,2016-12-31,2016,366,0.3
ALB,2016-12-31,2016,366,0.1
HAI,2016-12-31,2016,366,0.2
SCH,2017-01-01,2017,1,0.4
ALB,2017-01-01,2017,1,0.2
HAI,2017-01-01,2017,1,0.0
SCH,2017-01-02,2017,2,0.3
ALB,2017-01-02,2017,2,0.0
HAI,2017-01-02,2017,2,0.1
SCH,2017-01-03,2017,3,0.6
ALB,2017-01-03,2017,3,0.0
HAI,2017-01-03,2017,3,0.3
SCH,2017-01-04,2017,4,1.1
ALB,2017-01-04,2017,4,0.0
HAI,2017-01-04,2017,4,0.7
SCH,2017-01-05,2017,5,0.0
ALB,2017-01-05,2017,5,0.0
HAI,2017-01-05,2017,5,0.0
SCH,2017-01-06,2017,6,0.0
ALB,2017-01-06,2017,6,0.0
HAI,2017-01-06,2017,6,0.0
SCH,2017-01-07,2017,7,0.0
ALB,2017-01-07,2017,7,0.0
HAI,2017-01-07,2017,7,0.0
SCH,2017-01-08,2017,8,0.0
ALB,2017-01-08,2017,8,0.0
HAI,2017-01-08,2017,8,0.0
SCH,2017-01-09,2017,9,0.0
ALB,2017-01-09,2017,9,0.0
HAI,2017-01-09,2017,9,0.1
SCH,2017-01-10,2017,10,0.0
ALB,2017-01-10,2017,10,0.0
HAI,2017-01-10,2017,10,0.1
SCH,2017-01-11,2017,11,0.1
ALB,2017-01-11,2017,11,0.1
